Collision k, Collision time, Ball Position, Ball Color
1,590.44,(2-2),Green
2,592.56,(2-1),Red
3,593.52,(2-0),Green
4,606.44,(1-1),Green
5,608.2,(1-0),Red
6,614.34,(0-0),Green
7,620.12,(0-2),Green
