Collision k, Collision time, Ball Position, Ball Color
1,848.32,(0-4),Green
2,849.28,(0-3),Green
3,850.36,(0-2),Green
4,851.6,(0-1),Green
5,852.48,(0-0),Green
6,867.76,(1-0),Green
7,872.46,(2-0),Green
8,875.02,(3-0),Green
9,879.32,(4-0),Green
10,884.14,(4-1),Green
11,884.82,(4-2),Green
12,885.6,(4-3),Green
13,886.36,(4-4),Green
14,887.08,(3-4),Green
15,887.96,(2-4),Green
16,889.82,(1-4),Green
