Col. k, Type Ball k, Pos. Ball k, Time until collision k + 1,                               Type Ball k+1, Pos. Ball k+1, NJS, ArcLenghRatio, Avg. Speed, Std. Dev. Speed, Avg. Acce., Std. Dev. Acce.
0,Origin,(Do not apply-Do not apply),35.815,Green, (2-2),6.606728,23.57087,35.32225,38.1806,1625.311,2570.801
1,Green,(2-2),2.120,Red, (2-1),3.480812,1.157804,14.96301,15.38725,913.4226,2997.857
2,Red,(2-1),0.960,Green, (2-0),2.279544,0.9892165,35.93133,21.4827,1552.97,1852.993
3,Green,(2-0),12.920,Green, (1-1),5.704484,10.85899,33.77788,36.16234,1694.016,3817.982
4,Green,(1-1),1.760,Red, (1-0),3.57952,1.264646,21.65175,15.26872,1005.424,1110.484
5,Red,(1-0),6.140,Green, (0-0),4.88172,11.99139,45.97786,30.90458,2247.59,3033.443
6,Green,(0-0),5.780,Green, (0-2),4.842019,3.224941,38.96476,32.12565,1839.172,2333.319
