Collision k, Collision time, Ball Position, Ball Color
1,485.24,(0-1),Green
2,487.84,(0-2),Green
3,488.74,(0-3),Green
4,489.5,(0-4),Green
5,492.5,(0-0),Green
6,516.42,(2-2),Green
7,517.2,(2-3),Red
8,518.92,(1-3),Green
9,527.24,(4-2),Green
10,527.76,(4-1),Green
11,528.62,(4-0),Green
12,531.7,(3-1),Green
13,533.5,(4-3),Green
14,534.5,(4-4),Green
