sample,t,x,y,z, HasCollision
0,0.0,0.0,-65.51071,-88.1142,False
1,0.01672363,0.0,-65.51071,-88.1142,False
2,0.03344727,0.0,-65.51071,-88.1142,False
3,0.0501709,0.0,-65.51071,-88.1142,False
4,0.06677246,0.0,-65.51071,-88.1142,False
5,0.08343506,0.0,-65.51071,-88.1142,False
6,0.1001587,0.0,-65.51071,-88.1142,False
7,0.1167603,0.0,-65.51071,-88.1142,False
8,0.1333008,0.0,-65.51071,-88.1142,False
9,0.1500854,0.0,-65.51071,-88.1142,False
10,0.166748,0.0,-65.51071,-88.1142,False
11,0.1833496,0.0,-65.51071,-88.1142,False
12,0.2000732,0.0,-65.51071,-88.1142,False
13,0.2167969,0.0,-65.51071,-88.1142,False
14,0.2333374,0.0,-65.51071,-88.1142,False
15,0.250061,0.0,-65.51071,-88.1142,False
16,0.2667847,0.0,-65.51071,-88.1142,False
17,0.2834473,0.0,-65.51071,-88.1142,False
18,0.3000488,0.0,-65.51071,-88.1142,False
19,0.3168335,0.0,-65.51071,-88.1142,False
20,0.333374,0.0,-65.51071,-88.1142,False
21,0.3502197,0.0,-65.51071,-88.1142,False
22,0.3668823,0.0,-65.51071,-88.1142,False
23,0.3833618,0.0,-65.51071,-88.1142,False
24,0.4001465,0.0,-65.51071,-88.1142,False
25,0.416748,0.0,-65.51071,-88.1142,False
26,0.43396,0.0,-65.51071,-88.1142,False
27,0.4500732,0.0,-65.51071,-88.1142,False
28,0.4669189,0.0,-65.51071,-88.1142,False
29,0.4835205,0.0,-65.51071,-88.1142,False
30,0.5,0.0,-65.51071,-88.1142,False
31,0.5166626,0.0,-65.51071,-88.1142,False
32,0.5334473,0.0,-65.51071,-88.1142,False
33,0.550293,0.0,-65.51071,-88.1142,False
34,0.5666504,0.0,-65.51071,-88.1142,False
35,0.583374,0.0,-65.51071,-88.1142,False
36,0.6000977,0.0,-65.51071,-88.1142,False
37,0.6166382,0.0,-65.51071,-88.1142,False
38,0.6335449,0.0,-65.51071,-88.1142,False
39,0.6501465,0.0,-65.51071,-88.1142,False
40,0.666626,0.0,-65.51071,-88.1142,False
41,0.6834106,0.0,-65.51071,-88.1142,False
42,0.7000732,0.0,-65.51071,-88.1142,False
43,0.7166138,0.0,-65.51071,-88.1142,False
44,0.7332764,0.0,-65.51071,-88.1142,False
45,0.7498779,0.0,-65.51071,-88.1142,False
46,0.7666016,0.0,-65.51071,-88.1142,False
47,0.7833252,0.0,-65.51071,-88.1142,False
48,0.7999878,0.0,-65.51071,-88.1142,False
49,0.8169556,0.0,-65.51071,-88.1142,False
50,0.833374,0.0,-65.51071,-88.1142,False
51,0.8500366,0.0,-65.51071,-88.1142,False
52,0.8666382,0.0,-65.51071,-88.1142,False
53,0.8833008,0.0,-65.51071,-88.1142,False
54,0.9000854,0.0,-65.51071,-88.1142,False
55,0.916687,0.0,-65.51071,-88.1142,False
56,0.9332886,0.0,-65.51071,-88.1142,False
57,0.9499512,0.0,-65.51071,-88.1142,False
58,0.9667969,0.0,-65.51071,-88.1142,False
59,0.9832764,0.0,-65.51071,-88.1142,False
60,1.0,0.0,-65.51071,-88.1142,False
61,1.016663,0.0,-65.51071,-88.1142,False
62,1.033264,0.0,-65.51071,-88.1142,False
63,1.05011,0.0,-65.51071,-88.1142,False
64,1.066589,0.0,-65.51071,-88.1142,False
65,1.083313,0.0,-65.51071,-88.1142,False
66,1.099915,0.0,-65.51071,-88.1142,False
67,1.116638,0.0,-65.51071,-88.1142,False
68,1.133484,0.0,-65.51071,-88.1142,False
69,1.149963,0.0,-65.51071,-88.1142,False
70,1.166565,0.0,-65.51071,-88.1142,False
71,1.183228,0.0,-65.51071,-88.1142,False
72,1.200439,0.0,-65.51071,-88.1142,False
73,1.216492,0.0,-65.51071,-88.1142,False
74,1.233154,0.0,-65.51071,-88.1142,False
75,1.249939,0.0,-65.51071,-88.1142,False
76,1.266602,0.0,-65.51071,-88.1142,False
77,1.283142,0.0,-65.51071,-88.1142,False
78,1.299927,0.0,-65.51071,-88.1142,False
79,1.316589,0.0,-65.51071,-88.1142,False
80,1.333252,0.0,-65.51071,-88.1142,False
81,1.349915,0.0,-65.51071,-88.1142,False
82,1.366638,0.0,-65.51071,-88.1142,False
83,1.383179,0.0,-65.51071,-88.1142,False
84,1.399963,0.0,-65.51071,-88.1142,False
85,1.416687,0.0,-65.51071,-88.1142,False
86,1.433228,0.0,-65.51071,-88.1142,False
87,1.450012,0.0,-65.51071,-88.1142,False
88,1.466492,0.0,-65.51071,-88.1142,False
89,1.483215,0.0,-65.51071,-88.1142,False
90,1.500183,0.0,-65.51071,-88.1142,False
91,1.516663,0.0,-65.51071,-88.1142,False
92,1.533264,0.0,-65.51071,-88.1142,False
93,1.549988,0.0,-65.51071,-88.1142,False
94,1.566589,0.0,-65.51071,-88.1142,False
95,1.583191,0.0,-65.51071,-88.1142,False
96,1.599915,0.0,-65.51071,-88.1142,False
97,1.616577,0.0,-65.51071,-88.1142,False
98,1.633301,0.0,-65.51071,-88.1142,False
99,1.649963,0.0,-65.51071,-88.1142,False
100,1.666504,0.0,-65.51071,-88.1142,False
101,1.683289,0.0,-65.51071,-88.1142,False
102,1.699951,0.0,-65.51071,-88.1142,False
103,1.716492,0.0,-65.51071,-88.1142,False
104,1.733582,0.0,-65.51071,-88.1142,False
105,1.749878,0.0,-65.51071,-88.1142,False
