sample,t,vx,vy,vz
0,0.0,0.0,0.0,0.0
1,0.01635742,0.0,0.0,0.0
2,0.03302002,0.0,0.0,0.0
3,0.04974365,0.0,0.0,0.0
4,0.06640625,0.0,0.0,0.0
5,0.08306885,0.0,0.0,0.0
6,0.09967041,0.0,0.0,0.0
7,0.116394,0.0,0.0,0.0
8,0.1330566,0.0,0.0,0.0
9,0.1499023,0.0,0.0,0.0
10,0.1663818,0.0,0.0,0.0
11,0.1830444,0.0,0.0,0.0
12,0.1997681,0.0,0.0,0.0
13,0.2163696,0.0,0.0,0.0
14,0.2330933,0.0,0.0,0.0
15,0.2496948,0.0,0.0,0.0
16,0.2663574,0.0,0.0,0.0
17,0.2832031,0.0,0.0,0.0
18,0.2997437,0.0,0.0,0.0
19,0.3164063,0.0,0.0,0.0
20,0.3335571,0.0,0.0,0.0
21,0.3497314,0.0,0.0,0.0
22,0.366333,0.0,0.0,0.0
23,0.3830566,0.0,0.0,0.0
24,0.3996582,0.0,0.0,0.0
25,0.4164429,0.0,0.0,0.0
26,0.4329834,0.0,0.0,0.0
27,0.449646,0.0,0.0,0.0
28,0.4665527,0.0,0.0,0.0
29,0.4830322,0.0,0.0,0.0
30,0.4998169,0.0,0.0,0.0
31,0.5163574,0.0,0.0,0.0
32,0.532959,0.0,0.0,0.0
33,0.5496216,0.0,0.0,0.0
34,0.5664673,0.0,0.0,0.0
35,0.5830688,0.0,0.0,0.0
36,0.5996704,0.0,0.0,0.0
37,0.616272,0.0,0.0,0.0
38,0.6329956,0.0,0.0,0.0
39,0.6498413,0.0,0.0,0.0
40,0.6663818,0.0,0.0,0.0
41,0.6829834,0.0,0.0,0.0
42,0.699707,0.0,0.0,0.0
43,0.7169189,0.0,0.0,0.0
44,0.7330322,0.0,0.0,0.0
45,0.7498169,0.0,0.0,0.0
46,0.7662964,0.0,0.0,0.0
47,0.7830811,0.0,0.0,0.0
48,0.7997437,0.0,0.0,0.0
49,0.8162842,0.0,0.0,0.0
50,0.8330078,0.0,0.0,0.0
51,0.8496094,0.0,0.0,0.0
52,0.8662109,0.0,0.0,0.0
53,0.8829956,0.0,0.0,0.0
54,0.8995972,0.0,0.0,0.0
55,0.9163208,0.0,0.0,0.0
56,0.9329834,0.0,0.0,0.0
57,0.949646,0.0,0.0,0.0
58,0.9663086,0.0,0.0,0.0
59,0.9829712,0.0,0.0,0.0
60,0.9996338,0.0,0.0,0.0
61,1.016235,0.0,0.0,0.0
62,1.032959,0.0,0.0,0.0
63,1.049561,0.0,0.0,0.0
64,1.066284,0.0,0.0,0.0
65,1.083008,0.0,0.0,0.0
66,1.099854,0.0,0.0,0.0
67,1.116272,0.0,0.0,0.0
68,1.132874,0.0,0.0,0.0
69,1.149658,0.0,0.0,0.0
70,1.166382,0.0,0.0,0.0
71,1.182983,0.0,0.0,0.0
72,1.199768,0.0,0.0,0.0
73,1.216248,0.0,0.0,0.0
74,1.23291,0.0,0.0,0.0
75,1.249634,0.0,0.0,0.0
76,1.266235,0.0,0.0,0.0
77,1.282959,0.0,0.0,0.0
78,1.299622,0.0,0.0,0.0
79,1.316284,0.0,0.0,0.0
80,1.332947,0.0,0.0,0.0
81,1.349548,0.0,0.0,0.0
82,1.366272,0.0,0.0,0.0
83,1.382874,0.0,0.0,0.0
84,1.399719,0.0,0.0,0.0
85,1.41626,0.0,0.0,0.0
86,1.432922,0.0,0.0,0.0
87,1.449585,0.0,0.0,0.0
88,1.466248,0.0,0.0,0.0
89,1.483032,0.0,0.0,0.0
90,1.499512,0.0,0.0,0.0
91,1.516296,0.0,0.0,0.0
92,1.532898,0.0,0.0,0.0
93,1.549744,0.0,0.0,0.0
94,1.566223,0.0,0.0,0.0
95,1.582947,0.0,0.0,0.0
96,1.599609,0.0,0.0,0.0
97,1.616211,0.0,0.0,0.0
98,1.633362,0.0,0.0,0.0
99,1.649658,0.0,0.0,0.0
100,1.66626,0.0,0.0,0.0
101,1.6828,0.0,0.0,0.0
102,1.699524,0.0,0.0,0.0
103,1.716125,0.0,0.0,0.0
104,1.73291,0.0,0.0,0.0
105,1.749634,0.0,0.0,0.0
106,1.766174,0.0,0.0,0.0
107,1.784058,0.0,0.0,0.0
108,1.7995,0.0,0.0,0.0
109,1.816162,0.0,0.0,0.0
110,1.833008,0.0,0.0,0.0
111,1.849548,0.0,0.0,0.0
112,1.86615,0.0,0.0,0.0
113,1.882813,0.0,0.0,0.0
114,1.899719,0.0,0.0,0.0
115,1.916199,0.0,0.0,0.0
116,1.933044,0.0,0.0,0.0
117,1.949463,0.0,0.0,0.0
118,1.966187,0.0,0.0,0.0
119,1.982849,0.0,0.0,0.0
120,1.999573,0.0,0.0,0.0
121,2.016052,0.0,0.0,0.0
122,2.032898,0.0,0.0,0.0
123,2.049438,0.0,0.0,0.0
124,2.066162,0.0,0.0,0.0
125,2.082825,0.0,0.0,0.0
126,2.099426,0.0,0.0,0.0
127,2.116089,0.0,0.0,0.0
128,2.132874,0.0,0.0,0.0
129,2.149414,0.0,0.0,0.0
130,2.166565,0.0,0.0,0.0
131,2.1828,0.0,0.0,0.0
132,2.199463,0.0,0.0,0.0
133,2.216125,0.0,0.0,0.0
134,2.232727,0.0,0.0,0.0
135,2.249573,0.0,0.0,0.0
136,2.266113,0.0,0.0,0.0
137,2.282776,0.0,0.0,0.0
138,2.299561,0.0,0.0,0.0
139,2.31604,0.0,0.0,0.0
140,2.332825,0.0,0.0,0.0
141,2.349365,0.0,0.0,0.0
142,2.36615,0.0,0.0,0.0
143,2.382874,0.0,0.0,0.0
144,2.399475,0.0,0.0,0.0
145,2.416138,0.0,0.0,0.0
146,2.432739,0.0,0.0,0.0
147,2.449402,0.0,0.0,0.0
148,2.466248,0.0,0.0,0.0
149,2.482788,0.0,0.0,0.0
150,2.499451,0.0,0.0,0.0
151,2.516052,0.0,0.0,0.0
152,2.532898,0.0,0.0,0.0
153,2.550293,0.0,0.0,0.0
