Col. k, Type Ball k, Pos. Ball k, Time until collision k + 1,                               Type Ball k+1, Pos. Ball k+1, NJS, ArcLenghRatio, Avg. Speed, Std. Dev. Speed, Avg. Acce., Std. Dev. Acce.
0,Origin,(Do not apply-Do not apply),2.543,Green, (2-2),4.27394,2.448987,55.65847,67.45833,2784.587,4565.48
1,Green,(2-2),2.480,Green, (1-1),3.956779,1.439309,31.53869,18.198,1703.375,1880.44
2,Green,(1-1),1.440,Green, (2-0),3.481485,1.692215,35.67406,17.37652,1785.243,1690.829
3,Green,(2-0),1.840,Red, (1-0),3.528034,2.086604,50.32871,27.66886,3324.732,10169.52
4,Red,(1-0),1.080,Green, (0-0),3.212604,1.183398,26.59852,19.07027,1205.826,1278.997
5,Green,(0-0),3.700,Green, (0-2),4.334674,4.029689,85.09135,60.18154,3966.879,4731.721
