Col. k, Type Ball k, Pos. Ball k, Time until collision k + 1,                               Type Ball k+1, Pos. Ball k+1, NJS, ArcLenghRatio, Avg. Speed, Std. Dev. Speed, Avg. Acce., Std. Dev. Acce.
0,Origin,(Do not apply-Do not apply),2.450,Green, (2-2),4.394279,2.034461,48.68887,78.7748,2293.903,4984.239
1,Green,(2-2),0.740,Green, (2-1),2.742168,1.782772,45.77695,29.63102,3282.326,5671.587
2,Green,(2-1),0.560,Green, (2-0),2.103583,0.9897411,57.84431,27.50922,2451.051,2760.515
3,Green,(2-0),1.320,Green, (1-1),3.237721,1.981316,44.47213,33.61826,3756.938,12238.9
4,Green,(1-1),1.620,Green, (0-0),3.555012,1.365184,37.71534,18.213,2027.839,2168.089
5,Green,(0-0),4.000,Green, (0-2),4.57233,5.845256,85.61242,61.34105,4029.69,4540.59
