Collision k, Collision time, Ball Position, Ball Color
1,455.74,(2-1),Green
2,456.7,(2-2),Green
3,457.8,(2-0),Green
4,458.96,(1-1),Green
5,460.08,(0-2),Green
6,460.68,(0-1),Green
7,461.32,(0-0),Green
