sample,t,vx,vy,vz
0,0.0,0.0,0.0,0.0
1,0.01638794,0.0,0.0,0.0
2,0.03335571,0.0,0.0,0.0
3,0.04985046,0.0,0.0,0.0
4,0.0665741,0.0,0.0,0.0
5,0.08338928,0.0,0.0,0.0
6,0.1004333,0.0,0.0,0.0
7,0.1167603,0.0,0.0,0.0
8,0.1334076,0.0,0.0,0.0
9,0.1498718,0.0,0.0,0.0
10,0.1665344,0.0,0.0,0.0
11,0.1833801,0.0,0.0,0.0
12,0.2001801,0.0,0.0,0.0
13,0.2164612,0.0,0.0,0.0
14,0.2333374,0.0,0.0,0.0
15,0.2501831,0.0,0.0,0.0
16,0.2666321,0.0,0.0,0.0
17,0.2833862,0.0,0.0,0.0
18,0.2998505,0.0,0.0,0.0
19,0.3169098,0.0,0.0,0.0
20,0.333313,0.0,0.0,0.0
21,0.3498535,0.0,0.0,0.0
22,0.3669586,0.0,0.0,0.0
23,0.3833313,0.0,0.0,0.0
24,0.3998566,0.0,0.0,0.0
25,0.4164276,0.0,0.0,0.0
26,0.4334106,0.0,0.0,0.0
27,0.4500885,0.0,0.0,0.0
28,0.4665833,0.0,0.0,0.0
29,0.4832611,0.0,0.0,0.0
30,0.4998322,0.0,0.0,0.0
31,0.5164948,0.0,0.0,0.0
32,0.5330658,0.0,0.0,0.0
33,0.549942,0.0,0.0,0.0
34,0.5665894,0.0,0.0,0.0
35,0.5831146,0.0,0.0,0.0
36,0.6000061,0.0,0.0,0.0
37,0.6166534,0.0,0.0,0.0
38,0.6332397,0.0,0.0,0.0
39,0.6499634,0.0,0.0,0.0
40,0.666626,0.0,0.0,0.0
41,0.6831207,0.0,0.0,0.0
42,0.6999664,0.0,0.0,0.0
43,0.7166901,0.0,0.0,0.0
44,0.7330933,0.0,0.0,0.0
45,0.7500763,0.0,0.0,0.0
46,0.7668152,0.0,0.0,0.0
47,0.7832184,0.0,0.0,0.0
48,0.7996826,0.0,0.0,0.0
49,0.8167114,0.0,0.0,0.0
50,0.8333893,0.0,0.0,0.0
51,0.849884,0.0,0.0,0.0
52,0.8667908,0.0,0.0,0.0
53,0.8832855,0.0,0.0,0.0
54,0.899704,0.0,0.0,0.0
55,0.9165344,0.0,0.0,0.0
56,0.9333191,0.0,0.0,0.0
57,0.9497833,0.0,0.0,0.0
58,0.9663239,0.0,0.0,0.0
59,0.9830627,0.0,0.0,0.0
60,0.9996643,0.0,0.0,0.0
61,1.016296,0.0,0.0,0.0
62,1.033096,0.0,0.0,0.0
63,1.050034,0.0,0.0,0.0
64,1.06662,0.0,0.0,0.0
65,1.083237,0.0,0.0,0.0
66,1.099945,0.0,0.0,0.0
67,1.116333,0.0,0.0,0.0
68,1.133087,0.0,0.0,0.0
69,1.149902,0.0,0.0,0.0
70,1.166336,0.0,0.0,0.0
71,1.183044,0.0,0.0,0.0
72,1.199936,0.0,0.0,0.0
73,1.216309,0.0,0.0,0.0
74,1.233063,0.0,0.0,0.0
75,1.249756,0.0,0.0,0.0
76,1.266556,0.0,0.0,0.0
77,1.283203,0.0,0.0,0.0
78,1.299728,0.0,0.0,0.0
79,1.316391,0.0,0.0,0.0
80,1.33345,0.0,0.0,0.0
81,1.349854,0.0,0.0,0.0
82,1.366409,0.0,0.0,0.0
83,1.383087,0.0,0.0,0.0
84,1.399689,-0.1569752,72.55271,54.56705
85,1.416504,4.236311,97.83987,60.30384
86,1.433075,-2.408912,61.63825,123.8203
87,1.449768,-0.1127002,76.51763,83.22457
88,1.466446,-0.08139084,90.69993,65.92876
89,1.48317,-0.08139084,90.69993,65.92876
90,1.499573,6.280868,68.30549,59.80923
91,1.516449,10.77409,38.51642,53.00535
92,1.533173,18.22356,9.350781,46.08119
93,1.549789,40.53434,-10.99577,47.64104
94,1.566284,53.83276,-31.18836,46.83262
95,1.582962,53.83276,-31.18836,46.83262
96,1.599716,41.88717,-33.74693,53.66963
97,1.616577,37.52085,-12.15595,52.23671
98,1.633377,38.60895,7.530448,60.09681
99,1.649643,33.91029,9.457991,72.69588
100,1.666443,25.22599,20.90088,59.64183
101,1.682938,25.22599,20.90088,59.64183
102,1.699631,16.62329,24.50483,70.15005
103,1.716553,11.91918,17.89195,91.74623
104,1.73349,7.473612,11.61983,93.79613
105,1.750015,4.806641,6.589257,74.25401
106,1.766556,4.621804,-2.150814,71.49117
107,1.783112,4.621804,-2.150814,71.49117
108,1.799652,2.390991,-3.324903,36.98473
109,1.81636,12.59024,-2.455964,26.68867
110,1.832855,19.38351,-7.731677,19.49505
111,1.849686,26.89509,-0.461383,2.900817
112,1.866577,44.88896,-1.995081,6.329411
113,1.883316,44.88896,-1.995081,6.329411
114,1.899536,64.21169,-18.46894,10.99151
115,1.916519,66.18252,-31.58972,7.425307
116,1.93306,74.41566,-41.20227,9.728041
117,1.949738,76.81179,-49.88713,12.13174
118,1.966446,88.49732,-61.29655,13.94503
119,1.983154,88.49732,-61.29655,13.94503
120,1.999649,68.89013,-76.11081,19.82248
121,2.016342,63.59974,-83.22206,21.99538
122,2.033081,51.22419,-79.55581,21.35018
123,2.049515,52.25123,-88.35265,22.99405
124,2.066437,47.52207,-85.75163,21.4996
125,2.082886,47.52207,-85.75163,21.4996
126,2.099594,25.10791,-78.34785,22.00316
127,2.116364,7.016221,-64.5947,22.09601
128,2.13298,5.275499,-53.15232,25.86124
129,2.149612,-1.361185,-34.44549,24.30158
130,2.166489,3.477673,-23.64852,17.42803
131,2.183136,3.477673,-23.64852,17.42803
132,2.199799,3.608346,-31.85386,17.81493
133,2.216125,7.718558,-31.2632,15.82505
134,2.232925,7.993342,-35.5283,17.03163
135,2.249481,7.088622,-31.92056,18.30446
136,2.266159,10.32892,-28.05664,17.88267
137,2.283188,10.32892,-28.05664,17.88267
138,2.299713,19.83324,-27.53959,23.6416
139,2.316132,16.69891,-29.23172,18.00049
140,2.333069,15.69976,-32.27737,7.228115
141,2.349518,18.24566,-23.01832,3.301004
142,2.366531,23.45449,-25.29466,3.467912
143,2.382904,23.45449,-25.29466,3.467912
144,2.399719,44.86282,-16.615,24.64613
145,2.416138,42.4862,-5.594187,20.73547
146,2.432907,48.88071,-7.320488,27.78785
147,2.449356,46.56693,-12.35319,30.39818
148,2.466217,54.16349,-18.75696,39.96534
149,2.483215,54.16349,-18.75696,39.96534
150,2.499466,63.53714,-22.9309,41.8686
151,2.506149,53.85781,-24.39689,31.8416
152,2.516449,39.21601,-29.17523,39.5403
153,2.533051,40.33345,-28.21845,33.21722
154,2.549789,28.74847,-32.36081,18.70358
155,2.566544,28.74847,-32.36081,18.70358
156,2.583008,3.403599,-35.33035,10.8852
157,2.599655,1.459251,-24.78052,5.144451
158,2.616577,8.777784,-33.36972,34.61275
159,2.632935,12.03772,-23.97602,42.60406
160,2.649414,23.10564,-26.3997,81.73442
161,2.666367,23.10564,-26.3997,81.73442
162,2.683014,25.91024,-41.70647,83.57008
163,2.699341,20.07204,-51.10389,70.13443
164,2.716019,2.503509,-50.00047,52.2567
165,2.732941,-8.994771,-37.21123,30.68761
166,2.74968,-16.26108,-21.71886,24.19421
167,2.76619,-16.26108,-21.71886,24.19421
168,2.783173,-12.93268,17.49529,0.4393635
169,2.799469,-13.25622,30.18657,-31.01065
170,2.816269,-18.79658,37.91183,-47.27034
171,2.833038,-12.55675,30.67476,-45.39656
172,2.849411,-10.90612,25.83937,-40.2132
173,2.866364,-10.90612,25.83937,-40.2132
174,2.882874,7.177329,22.84707,-36.81522
175,2.899704,5.6395,12.63082,-22.75286
176,2.916168,-1.711254,15.23209,-16.96082
177,2.932938,-2.529674,7.965755,-11.90984
178,2.949661,-3.510159,8.541131,-2.821918
179,2.966263,-3.510159,8.541131,-2.821918
180,2.983185,-15.40662,0.07901536,4.211194
181,2.999527,-18.56831,0.0004763083,5.05984
182,3.016083,-30.18713,3.95188e-06,8.106269
183,3.03299,-40.98322,1.732475e-08,10.78886
184,3.049545,-61.95808,0.0,15.82108
185,3.066483,-61.95808,0.0,15.82108
186,3.082794,-83.39073,-0.1864675,7.49873
187,3.099655,-103.6682,-0.160842,11.02412
188,3.116409,-121.9838,-0.2006578,7.170269
189,3.132935,-124.7602,-0.1977471,-1.076359
190,3.149445,-133.8363,-0.1285267,-3.663267
191,3.166397,-133.8363,-0.1285267,-3.663267
192,3.182907,-134.0508,7.449114,-9.500317
193,3.199677,-130.367,3.011116,-20.53983
194,3.216278,-125.7544,2.875084,-11.17616
195,3.232819,-119.975,1.039382,-14.66656
196,3.24971,-121.6423,0.2655669,-8.830634
197,3.266159,-121.6423,0.2655669,-8.830634
198,3.266174,-88.89653,0.2625107,-11.11101
199,3.283066,-85.52065,0.1926674,-7.62076
200,3.299667,-79.79949,0.05813948,-15.04786
201,3.316391,-65.75494,-0.01379291,-10.1559
202,3.333084,-40.65293,-3.448283,-8.370173
203,3.349625,-40.65293,-3.448283,-8.370173
204,3.366302,-52.43893,-2.016491,0.2781393
205,3.382904,-54.75066,-0.208127,-0.4983403
206,3.399536,-51.46843,-0.255509,-0.7951689
207,3.41629,-49.91956,-6.458654,-7.148851
208,3.432999,-49.91956,-6.458654,-7.148851
209,3.449432,-53.96189,-0.000119615,-1.909365
210,3.466049,-37.48884,-0.1933853,-1.503599
211,3.48288,-50.74014,0.2865881,-15.2384
212,3.499634,-50.41424,0.002377792,-2.845634
213,3.516174,-62.35472,0.006433879,-4.107609
214,3.532928,-62.35472,0.006433879,-4.107609
215,3.549576,-72.08138,0.09687708,-9.64671
216,3.56604,-65.82211,0.3289783,-18.41239
217,3.583099,-64.41996,0.2618916,-15.71068
218,3.599396,-56.48768,0.3780037,-18.69473
219,3.616211,-65.93235,0.2642957,-16.04601
220,3.632919,-65.93235,0.2642957,-16.04601
221,3.649551,-74.50894,0.2737401,-17.99068
222,3.665985,-67.48261,0.3980665,-21.0208
223,3.682816,-66.37646,0.2763938,-17.8299
224,3.699478,-69.70233,0.4009759,-22.13339
225,3.716187,-70.32763,-6.425357,-23.1038
226,3.732819,-56.30256,-13.42541,-18.0643
227,3.749557,-56.30256,-13.42541,-18.0643
228,3.766205,-35.74126,-14.20726,-4.077786
229,3.782837,-32.54238,-13.88322,-3.646152
230,3.799362,-31.85573,-10.16199,-4.357777
231,3.806152,-19.73457,-5.043145,-3.007164
232,3.816284,-17.79277,-11.90436,-1.336954
233,3.83287,-17.79277,-11.90436,-1.336954
234,3.849594,-25.36009,-10.99868,3.661027
235,3.866394,-39.93449,-0.5082998,-1.460927
236,3.88298,-51.48567,-0.2030265,-5.994801
237,3.899567,-63.38012,-0.2437852,-7.860329
238,3.916077,-62.44375,-0.262441,-7.362167
239,3.932755,-62.44375,-0.262441,-7.362167
240,3.949402,-41.33806,-0.861599,19.49431
241,3.966293,-26.36797,-1.141418,27.5325
242,3.982849,-8.93215,-3.210119,28.69426
243,3.999603,-7.444602,-1.057643,29.16599
244,4.016113,-9.735245,-0.913718,38.19016
245,4.032913,-9.735245,-0.913718,38.19016
246,4.049561,-2.427256,-0.05186508,65.0023
247,4.066177,-11.06263,0.6782449,78.94326
248,4.082855,-15.27367,1.345158,73.50911
249,4.099335,-12.67588,2.358094,84.52686
250,4.11618,-15.8648,3.716683,92.90278
251,4.132797,-15.8648,3.716683,92.90278
252,4.149368,-6.47964,6.802804,107.7647
253,4.166229,-5.06589,7.401477,98.01924
254,4.182861,2.24065,8.695292,95.02093
255,4.199341,5.783535,8.648889,90.12071
256,4.216309,5.783535,8.648889,90.12071
257,4.232834,2.596998,11.06252,93.06261
258,4.249329,-0.6659411,12.50199,95.56165
259,4.265854,-8.547889,12.59861,86.76325
260,4.282898,-12.39209,12.22962,77.53027
261,4.299454,-15.80163,10.56992,77.94547
262,4.316101,-15.80163,10.56992,77.94547
263,4.332947,-20.22342,-0.009549614,89.62308
264,4.349396,-16.09528,-10.67057,71.1553
265,4.366104,-15.72287,-4.931695,69.50797
266,4.36615,-18.03862,-6.816645,79.74549
267,4.382675,-17.02181,-1.836836,75.25034
268,4.399506,-16.31816,3.360562,72.13966
269,4.41629,-16.31816,3.360562,72.13966
270,4.432831,-12.77894,-1.475762,56.49341
271,4.449142,-12.38323,-6.438375,54.74402
272,4.466629,-13.7184,-1.43263,60.64658
273,4.482651,-11.86792,9.311304,52.46593
274,4.49939,-11.86792,9.311304,52.46593
275,4.516098,-1.456926,13.11339,47.38024
276,4.532776,-6.277711,16.83807,57.36067
277,4.549484,-2.905775,16.50606,55.41821
278,4.566132,1.823743,13.70864,58.59154
279,4.582916,7.53649,13.01586,55.36023
280,4.59938,7.53649,13.01586,55.36023
281,4.616196,6.549716,22.19042,68.74926
282,4.632629,7.555371,18.50893,64.17651
283,4.649323,12.9553,9.325188,81.31063
284,4.666046,14.03844,6.700245,75.93394
285,4.682724,7.645263,13.41887,66.80617
286,4.699356,7.645263,13.41887,66.80617
287,4.715881,1.907176,19.62094,82.013
288,4.73262,13.96387,24.05357,81.34725
289,4.749466,25.34232,25.61999,82.50239
290,4.766129,24.98174,18.46321,71.4798
291,4.782562,23.81128,15.36692,74.15934
292,4.799454,23.81128,15.36692,74.15934
293,4.815903,27.8892,8.128496,66.82159
294,4.833176,27.53832,7.690169,64.16002
295,4.849564,31.59863,5.63546,70.6441
296,4.865997,14.16118,12.6315,70.44385
297,4.882706,16.00096,1.461445,55.71185
298,4.899582,16.00096,1.461445,55.71185
299,4.915833,-6.780186,-23.08771,43.47594
300,4.93277,-7.547265,-14.94492,45.19227
301,4.949585,4.195676,-15.64145,36.96282
302,4.966064,-5.738592,-10.17013,33.98596
303,4.98262,-6.633941,-16.10261,38.97793
304,4.98616,-7.209559,-22.00863,42.35755
305,4.999313,-7.209559,-22.00863,42.35755
306,5.015869,-18.58928,-40.84855,25.70052
307,5.032928,-7.887855,-49.62765,22.50508
308,5.049393,-23.66767,-46.73952,13.49681
309,5.066223,-25.14629,-43.31558,12.38836
310,5.082733,-25.14629,-43.31558,12.38836
311,5.099487,-20.10407,-46.93775,5.844824
312,5.115829,-20.61649,-24.95334,10.3908
313,5.132584,-23.94406,5.043871,7.316087
314,5.149384,-2.321842,2.632955,4.227511
315,5.166138,-0.2821625,6.81744,-0.2942611
316,5.182724,-0.2821625,6.81744,-0.2942611
317,5.199234,36.70671,12.9183,4.876976
318,5.216263,55.21201,11.43222,8.902471
319,5.232742,52.9573,3.271981,8.80001
320,5.249222,72.41634,14.39725,11.18086
321,5.2659,93.94183,8.913686,14.22503
