sample,t,vx,vy,vz
0,0.0,0.0,0.0,0.0
1,0.0165863,0.0,0.0,0.0
2,0.03334045,0.0,0.0,0.0
3,0.04995728,0.0,0.0,0.0
4,0.06660461,0.0,0.0,0.0
5,0.08328247,0.0,0.0,0.0
6,0.09977722,0.0,0.0,0.0
7,0.1165466,0.0,0.0,0.0
8,0.1331787,0.0,0.0,0.0
9,0.1502991,0.0,0.0,0.0
10,0.1664734,0.0,0.0,0.0
11,0.1831665,0.0,0.0,0.0
12,0.1998138,0.0,0.0,0.0
13,0.2163849,0.0,0.0,0.0
14,0.2333374,0.0,0.0,0.0
15,0.2498627,0.0,0.0,0.0
16,0.2664795,0.0,0.0,0.0
17,0.2831116,0.0,0.0,0.0
18,0.2999268,0.0,0.0,0.0
19,0.3167267,0.0,0.0,0.0
20,0.333313,0.0,0.0,0.0
21,0.3498688,0.0,0.0,0.0
22,0.3666229,0.0,0.0,0.0
23,0.383194,0.0,0.0,0.0
24,0.399826,0.0,0.0,0.0
25,0.4165649,0.0,0.0,0.0
26,0.4329224,0.0,0.0,0.0
27,0.4496155,0.0,0.0,0.0
28,0.4664154,0.0,0.0,0.0
29,0.483139,0.0,0.0,0.0
30,0.4997101,0.0,0.0,0.0
31,0.5163879,0.0,0.0,0.0
32,0.5328979,0.0,0.0,0.0
33,0.5496521,0.0,0.0,0.0
34,0.5665588,0.0,0.0,0.0
35,0.5831451,0.0,0.0,0.0
36,0.5999146,0.0,0.0,0.0
37,0.6163788,0.0,0.0,0.0
38,0.6338196,0.0,0.0,0.0
39,0.6499176,0.0,0.0,0.0
40,0.6665192,0.0,0.0,0.0
41,0.683075,0.0,0.0,0.0
42,0.699707,0.0,0.0,0.0
43,0.7163239,0.0,0.0,0.0
44,0.7330017,0.0,0.0,0.0
45,0.7497559,0.0,0.0,0.0
46,0.7664337,0.0,0.0,0.0
47,0.7830505,0.0,0.0,0.0
48,0.7997284,0.0,0.0,0.0
49,0.8164063,0.0,0.0,0.0
50,0.8331146,0.0,0.0,0.0
51,0.8496246,0.0,0.0,0.0
52,0.8662872,0.0,0.0,0.0
53,0.8832245,0.0,0.0,0.0
54,0.8997498,0.0,0.0,0.0
55,0.9162598,0.0,0.0,0.0
56,0.9332428,0.0,0.0,0.0
57,0.9497375,0.0,0.0,0.0
58,0.9664154,0.0,0.0,0.0
59,0.9830933,0.0,0.0,0.0
60,0.9998016,0.0,0.0,0.0
61,1.016403,0.0,0.0,0.0
62,1.033188,0.0,0.0,0.0
63,1.049728,0.0,0.0,0.0
64,1.066605,0.0,0.0,0.0
65,1.083359,0.0,0.0,0.0
66,1.099854,0.0,0.0,0.0
67,1.116455,0.0,0.0,0.0
68,1.133224,0.0,0.0,0.0
69,1.149567,0.0,0.0,0.0
70,1.16629,0.0,0.0,0.0
71,1.183136,-0.04951251,59.27933,60.20505
72,1.199478,-0.2619588,144.3835,79.48206
73,1.216553,-0.2619588,144.3835,79.48206
