sample,t,vx,vy,vz
0,0.0,0.0,0.0,0.0
1,0.01686096,0.0,0.0,0.0
2,0.03363037,0.0,0.0,0.0
3,0.05015564,0.0,0.0,0.0
4,0.06689453,0.0,0.0,0.0
5,0.08325195,0.0,0.0,0.0
6,0.09999084,0.0,0.0,0.0
7,0.1165924,0.0,0.0,0.0
8,0.1333618,0.0,0.0,0.0
9,0.1501465,0.0,0.0,0.0
10,0.1669312,0.0,0.0,0.0
11,0.1836395,0.0,0.0,0.0
12,0.2002258,0.0,0.0,0.0
13,0.2169342,0.0,0.0,0.0
14,0.2333069,0.0,0.0,0.0
15,0.2501678,0.0,0.0,0.0
16,0.266983,0.0,0.0,0.0
17,0.2836304,0.0,0.0,0.0
18,0.3001862,0.0,0.0,0.0
19,0.3170319,0.0,0.0,0.0
20,0.3334503,0.0,0.0,0.0
21,0.3500519,0.0,0.0,0.0
22,0.366745,0.0,0.0,0.0
23,0.3832855,0.0,0.0,0.0
24,0.4000702,0.0,0.0,0.0
25,0.416626,0.0,0.0,0.0
26,0.4331818,0.0,0.0,0.0
27,0.4500427,0.0,0.0,0.0
28,0.4667816,0.0,0.0,0.0
29,0.4833984,0.0,0.0,0.0
30,0.5001373,0.0,0.0,0.0
31,0.51651,0.0,0.0,0.0
32,0.5332947,0.0,0.0,0.0
33,0.5501404,0.0,0.0,0.0
34,0.5666809,0.0,0.0,0.0
35,0.5832214,0.0,0.0,0.0
36,0.6002197,0.0,0.0,0.0
37,0.6165466,0.0,0.0,0.0
38,0.6332855,0.0,0.0,0.0
39,0.6500092,0.0,0.0,0.0
40,0.6665955,0.0,0.0,0.0
41,0.6833954,0.0,0.0,0.0
42,0.6999817,0.0,0.0,0.0
43,0.7167816,0.0,0.0,0.0
44,0.7334595,0.0,0.0,0.0
45,0.7501526,0.0,0.0,0.0
46,0.7667236,0.0,0.0,0.0
47,0.7833862,0.0,0.0,0.0
48,0.7998047,0.0,0.0,0.0
49,0.8166962,0.0,0.0,0.0
50,0.8332062,0.0,0.0,0.0
51,0.8499756,0.0,0.0,0.0
52,0.8665466,0.0,0.0,0.0
53,0.8832397,0.0,0.0,0.0
54,0.900116,0.0,0.0,0.0
55,0.9166412,0.0,0.0,0.0
56,0.9332886,0.0,0.0,0.0
57,0.9501953,0.0,0.0,0.0
58,0.9667664,0.0,0.0,0.0
59,0.9833832,0.0,0.0,0.0
60,1.000046,0.0,0.0,0.0
61,1.016571,0.0,0.0,0.0
62,1.03331,0.0,0.0,0.0
63,1.049988,0.0,0.0,0.0
64,1.066711,0.0,0.0,0.0
65,1.083206,0.0,0.0,0.0
66,1.099792,0.0,0.0,0.0
67,1.116409,0.0,0.0,0.0
68,1.133316,0.0,0.0,0.0
69,1.149841,0.0,0.0,0.0
70,1.166443,0.0,0.0,0.0
71,1.183167,0.0,0.0,0.0
72,1.199921,0.0,0.0,0.0
73,1.216644,0.0,0.0,0.0
74,1.233093,0.0,0.0,0.0
75,1.249847,0.0,0.0,0.0
76,1.266541,0.0,0.0,0.0
77,1.283325,0.0,0.0,0.0
78,1.299759,0.0,0.0,0.0
79,1.316635,0.0,0.0,0.0
80,1.333206,0.0,0.0,0.0
81,1.350067,0.0,0.0,0.0
82,1.36647,-0.689846,60.51803,121.0822
83,1.383301,-0.04390296,98.33133,99.8047
84,1.399796,-0.6975101,115.9622,63.89427
85,1.416489,-12.32242,145.6402,28.11566
86,1.43306,-12.32242,145.6402,28.11566
87,1.449814,-23.8974,72.46589,41.7447
88,1.466385,-16.13094,68.71911,49.54544
89,1.48317,-0.9191589,70.23396,51.76352
90,1.499969,9.984552,59.54686,55.96251
91,1.516373,14.74656,61.47479,56.29031
92,1.53331,14.74656,61.47479,56.29031
93,1.549973,9.346135,40.24854,55.26294
94,1.566544,0.3059125,28.77611,48.21235
95,1.583115,-0.2986399,32.8403,48.84876
96,1.600143,-5.17889,50.79237,45.42395
97,1.616531,-11.72407,55.98726,51.83403
98,1.633133,-11.72407,55.98726,51.83403
99,1.650009,-35.17456,35.77715,46.67553
100,1.666428,-53.52089,17.18733,25.11058
101,1.683243,-79.94264,11.00092,30.96351
102,1.699936,-104.0816,0.7825869,29.34224
103,1.71637,-122.7691,-3.394576,27.97863
104,1.733398,-122.7691,-3.394576,27.97863
105,1.749893,-163.4839,-0.2451661,-17.36693
106,1.766403,-182.8255,-12.85402,-7.469821
107,1.783279,-192.987,5.594955,-30.92378
108,1.799927,-194.817,2.470323,-27.44963
109,1.816422,-188.6339,8.858942,-25.84678
110,1.833069,-188.6339,8.858942,-25.84678
111,1.849701,-150.4587,25.75934,0.03848081
112,1.866516,-150.5508,22.11844,-3.212374
113,1.882996,-144.1828,13.13631,-15.41723
114,1.899811,-122.3356,13.28769,-8.320845
115,1.916565,-81.47203,-1.60983,-1.540168
116,1.933212,-81.47203,-1.60983,-1.540168
117,1.949936,-15.47315,-2.706113,33.47413
118,1.966354,-13.99596,-2.575464,34.85756
119,1.983231,-12.35614,-2.125586,30.79317
120,1.999847,-13.08466,-2.121564,32.6089
121,2.016449,-14.59223,-2.29459,38.71261
122,2.033173,-14.59223,-2.29459,38.71261
123,2.049759,-19.43073,-2.236118,48.48201
124,2.066498,-21.30375,-1.950881,50.04743
125,2.083176,-29.60195,-1.778781,55.28834
126,2.099579,-35.10004,-1.268938,50.37847
127,2.116486,-31.32676,-0.6668799,33.71542
128,2.133057,-31.32676,-0.6668799,33.71542
129,2.149689,4.156526,-4.442316,19.03055
130,2.166382,11.91535,-14.85935,15.20933
131,2.183136,21.4937,-21.58795,22.47811
132,2.199936,28.17051,-30.35631,29.26171
133,2.216599,36.09423,-41.00484,38.07684
134,2.233475,36.09423,-41.00484,38.07684
135,2.249619,37.04133,-27.71662,48.51453
136,2.266556,30.12944,-18.34719,51.26201
137,2.283005,20.02485,-23.91632,44.38612
138,2.299744,6.029212,-34.63558,36.43243
139,2.316589,-0.987904,-43.09567,25.96229
140,2.333054,-0.987904,-43.09567,25.96229
141,2.349823,-6.339162,-82.23766,21.81557
142,2.36644,-8.175745,-90.61904,-11.64339
143,2.383057,13.4122,-116.0669,-38.10961
144,2.399689,7.867858,-143.8754,-22.51473
145,2.416473,-4.283969,-168.1942,-8.066616
146,2.43306,-4.283969,-168.1942,-8.066616
147,2.449615,-4.057494,-147.9462,-19.74839
148,2.46637,-0.8213744,-125.7581,-9.165238
149,2.483109,-0.7564613,-101.6845,-3.467087
150,2.499603,-2.581864,-73.84978,5.253295
151,2.516296,-9.571565,-34.08665,2.247581
152,2.533112,-9.571565,-34.08665,2.247581
153,2.549698,-0.01883516,-0.009252425,-0.003961853
154,2.566284,-0.0001135392,-5.577406e-05,-2.388223e-05
155,2.583176,-1.101175,-10.93477,3.052362
156,2.59967,-1.760878,-17.61738,4.881004
157,2.616302,-0.6485971,-19.35179,1.797856
158,2.633072,-0.6485971,-19.35179,1.797856
159,2.649704,1.545969,-20.13485,-4.285295
160,2.6548,1.573997,-22.30086,-4.362987
161,2.666336,-2.953791,-14.40414,-17.08631
162,2.682831,-5.60741,-16.05669,-19.39181
163,2.699875,3.702118,-15.34378,-10.40587
164,2.7164,3.702118,-15.34378,-10.40587
165,2.733063,0.7904159,-4.624582,-2.176945
166,2.74968,3.228695,-5.730026,-8.892352
167,2.766663,0.275028,-0.9388013,-0.757472
