sample,t,vx,vy,vz
0,0.0,0.0,0.0,0.0
1,0.01660156,0.0,0.0,0.0
2,0.03320313,0.0,0.0,0.0
3,0.04992676,0.0,0.0,0.0
4,0.06668091,0.0,0.0,0.0
5,0.08322144,0.0,0.0,0.0
6,0.09985352,0.0,0.0,0.0
7,0.1166382,0.0,0.0,0.0
8,0.1332092,0.0,0.0,0.0
9,0.1499329,0.0,0.0,0.0
10,0.1665649,0.0,0.0,0.0
11,0.1833191,0.0,0.0,0.0
12,0.2000427,0.0,0.0,0.0
13,0.2165527,0.0,0.0,0.0
14,0.2333374,0.0,0.0,0.0
15,0.249939,0.0,0.0,0.0
16,0.2666016,0.0,0.0,0.0
17,0.2832336,0.0,0.0,0.0
18,0.2998657,0.0,0.0,0.0
19,0.3164978,0.0,0.0,0.0
20,0.3331299,0.0,0.0,0.0
21,0.3498535,0.0,0.0,0.0
22,0.3665771,0.0,0.0,0.0
23,0.3832092,0.0,0.0,0.0
24,0.3998718,0.0,0.0,0.0
25,0.4164429,0.0,0.0,0.0
26,0.433136,0.0,0.0,0.0
27,0.4498291,0.0,0.0,0.0
28,0.4666443,0.0,0.0,0.0
29,0.4832764,0.0,0.0,0.0
30,0.4998474,0.0,0.0,0.0
31,0.5165405,0.0,0.0,0.0
32,0.5332947,0.0,0.0,0.0
33,0.5499268,0.0,0.0,0.0
34,0.5666199,0.0,0.0,0.0
35,0.5831604,0.0,0.0,0.0
36,0.599823,0.0,0.0,0.0
37,0.6165161,0.0,0.0,0.0
38,0.6332092,0.0,0.0,0.0
39,0.6498413,0.0,0.0,0.0
40,0.6665344,0.0,0.0,0.0
41,0.6832581,0.0,0.0,0.0
42,0.6998596,0.0,0.0,0.0
43,0.7167664,0.0,0.0,0.0
44,0.7332153,0.0,0.0,0.0
45,0.7497559,0.0,0.0,0.0
46,0.7664795,0.0,0.0,0.0
47,0.7832031,0.0,0.0,0.0
48,0.7998047,0.0,0.0,0.0
49,0.8164673,0.0,0.0,0.0
50,0.8331604,0.0,0.0,0.0
51,0.8497925,0.0,0.0,0.0
52,0.8664246,0.0,0.0,0.0
53,0.8832092,0.0,0.0,0.0
54,0.8997192,0.0,0.0,0.0
55,0.916626,0.0,0.0,0.0
56,0.9332275,0.0,0.0,0.0
57,0.9498901,0.0,0.0,0.0
58,0.9665527,0.0,0.0,0.0
59,0.9831238,0.0,0.0,0.0
60,0.9998169,0.0,0.0,0.0
61,1.01651,0.0,0.0,0.0
62,1.033203,0.0,0.0,0.0
