sample,t,x,y,z, HasCollision
0,0.0,0.0,-65.51071,-88.1142,False
1,0.01674271,0.0,-65.51071,-88.1142,False
2,0.06669998,0.0,-65.51071,-88.1142,False
3,0.1166,0.0,-65.51071,-88.1142,False
4,0.166584,0.0,-65.51071,-88.1142,False
5,0.2165718,0.0,-65.51071,-88.1142,False
6,0.2330856,0.0,-65.51071,-88.1142,False
7,0.2500877,0.0,-65.51071,-88.1142,False
8,0.2667046,0.0,-65.51071,-88.1142,False
9,0.2832642,0.0,-65.51071,-88.1142,False
10,0.3000069,0.0,-65.51071,-88.1142,False
11,0.3168983,0.0,-65.51071,-88.1142,False
12,0.3333206,0.0,-65.51071,-88.1142,False
13,0.3499146,0.0,-65.51071,-88.1142,False
14,0.3664551,0.0,-65.51071,-88.1142,False
15,0.3833923,0.0,-65.51071,-88.1142,False
16,0.3998222,0.0,-65.51071,-88.1142,False
17,0.4165726,0.0,-65.51071,-88.1142,False
18,0.4332809,0.0,-65.51071,-88.1142,False
19,0.4500771,0.0,-65.51071,-88.1142,False
20,0.4664612,0.0,-65.51071,-88.1142,False
21,0.4834137,0.0,-65.51071,-88.1142,False
22,0.5002174,0.0,-65.51071,-88.1142,False
23,0.5169678,0.0,-65.51071,-88.1142,False
24,0.5336456,0.0,-65.51071,-88.1142,False
25,0.5500603,0.0,-65.51071,-88.1142,False
26,0.5670967,0.0,-65.51071,-88.1142,False
27,0.583683,0.0,-65.51071,-88.1142,False
28,0.6005783,0.0,-65.51071,-88.1142,False
29,0.6169815,0.0,-65.51071,-88.1142,False
30,0.6336212,0.0,-65.51071,-88.1142,False
31,0.6503983,0.0,-65.51071,-88.1142,False
32,0.6669006,0.0,-65.51071,-88.1142,False
33,0.6837883,0.0,-65.51071,-88.1142,False
34,0.7000961,0.0,-65.51071,-88.1142,False
35,0.7168617,0.0,-65.51071,-88.1142,False
36,0.7337646,0.0,-65.51071,-88.1142,False
37,0.7502403,0.0,-65.51071,-88.1142,False
