sample,t,x,y,z, HasCollision
0,0.0,0.0,-65.51071,-88.1142,False
1,0.01661682,0.0,-65.51071,-88.1142,False
2,0.03331375,0.0,-65.51071,-88.1142,False
3,0.04993057,0.0,-65.51071,-88.1142,False
4,0.06674194,0.0,-65.51071,-88.1142,False
5,0.08341599,0.0,-65.51071,-88.1142,False
6,0.1001244,0.0,-65.51071,-88.1142,False
7,0.1167831,0.0,-65.51071,-88.1142,False
8,0.1335602,0.0,-65.51071,-88.1142,False
9,0.149971,0.0,-65.51071,-88.1142,False
10,0.1667633,0.0,-65.51071,-88.1142,False
11,0.1834145,0.0,-65.51071,-88.1142,False
12,0.1998749,0.0,-65.51071,-88.1142,False
13,0.2168083,0.0,-65.51071,-88.1142,False
14,0.2334709,0.0,-65.51071,-88.1142,False
15,0.249958,0.0,-65.51071,-88.1142,False
16,0.2667389,0.0,-65.51071,-88.1142,False
17,0.2832146,0.0,-65.51071,-88.1142,False
18,0.3000221,0.0,-65.51071,-88.1142,False
19,0.3166237,0.0,-65.51071,-88.1142,False
20,0.3332253,0.0,-65.51071,-88.1142,False
21,0.3499527,0.0,-65.51071,-88.1142,False
22,0.3664703,0.0,-65.51071,-88.1142,False
23,0.3834457,0.0,-65.51071,-88.1142,False
24,0.399826,0.0,-65.51071,-88.1142,False
25,0.4165306,0.0,-65.51071,-88.1142,False
26,0.4331665,0.0,-65.51071,-88.1142,False
27,0.4501953,0.0,-65.51071,-88.1142,False
28,0.4668045,0.0,-65.51071,-88.1142,False
29,0.4832878,0.0,-65.51071,-88.1142,False
30,0.4998131,0.0,-65.51071,-88.1142,False
31,0.5167885,0.0,-65.51071,-88.1142,False
32,0.5331306,0.0,-65.51071,-88.1142,False
33,0.5497665,0.0,-65.51071,-88.1142,False
34,0.5666351,0.0,-65.51071,-88.1142,False
35,0.5833054,0.0,-65.51071,-88.1142,False
36,0.5998077,0.0,-65.51071,-88.1142,False
37,0.6168442,0.0,-65.51071,-88.1142,False
38,0.6333275,0.0,-65.51071,-88.1142,False
39,0.6498528,0.0,-65.51071,-88.1142,False
40,0.6666183,0.0,-65.51071,-88.1142,False
41,0.6833382,0.0,-65.51071,-88.1142,False
