sample,t,vx,vy,vz
0,0.0,0.0,0.0,0.0
1,0.01661682,0.0,0.0,0.0
2,0.03331375,0.0,0.0,0.0
3,0.04993057,0.0,0.0,0.0
4,0.06674194,0.0,0.0,0.0
5,0.08341599,0.0,0.0,0.0
6,0.1001244,0.0,0.0,0.0
7,0.1167831,0.0,0.0,0.0
8,0.1335602,0.0,0.0,0.0
9,0.149971,0.0,0.0,0.0
10,0.1667633,0.0,0.0,0.0
11,0.1834145,0.0,0.0,0.0
12,0.1998749,0.0,0.0,0.0
13,0.2168083,0.0,0.0,0.0
14,0.2334709,0.0,0.0,0.0
15,0.249958,0.0,0.0,0.0
16,0.2667389,0.0,0.0,0.0
17,0.2832146,0.0,0.0,0.0
18,0.3000221,0.0,0.0,0.0
19,0.3166237,0.0,0.0,0.0
20,0.3332253,0.0,0.0,0.0
21,0.3499527,0.0,0.0,0.0
22,0.3664703,0.0,0.0,0.0
23,0.3834457,0.0,0.0,0.0
24,0.399826,0.0,0.0,0.0
25,0.4165306,0.0,0.0,0.0
26,0.4331665,0.0,0.0,0.0
27,0.4501953,0.0,0.0,0.0
28,0.4668045,0.0,0.0,0.0
29,0.4832878,0.0,0.0,0.0
30,0.4998131,0.0,0.0,0.0
31,0.5167885,0.0,0.0,0.0
32,0.5331306,0.0,0.0,0.0
33,0.5497665,0.0,0.0,0.0
34,0.5666351,0.0,0.0,0.0
35,0.5833054,0.0,0.0,0.0
36,0.5998077,0.0,0.0,0.0
37,0.6168442,0.0,0.0,0.0
38,0.6333275,0.0,0.0,0.0
39,0.6498528,0.0,0.0,0.0
40,0.6666183,0.0,0.0,0.0
41,0.6833382,0.0,0.0,0.0
42,0.699852,0.0,0.0,0.0
43,0.7167244,0.0,44.47364,50.22179
44,0.7333145,4.80736,124.8607,108.1917
45,0.7500725,4.80736,124.8607,108.1917
46,0.7666969,-4.252622,171.9767,170.5869
47,0.7832832,-10.54306,204.6691,171.3125
48,0.7998543,-16.35774,251.6262,142.3945
49,0.816555,-26.66054,277.2354,135.5555
50,0.8333397,-31.88889,284.1684,155.972
51,0.8499336,-31.88889,284.1684,155.972
52,0.8665428,-28.17872,319.2343,151.4939
53,0.8832664,-29.51323,292.7848,145.6171
54,0.899929,-42.18035,279.7997,146.621
55,0.9168434,-48.15149,262.4063,145.1667
56,0.9335136,-42.71843,273.3417,137.7023
57,0.9498634,-42.71843,273.3417,137.7023
58,0.966732,-17.03107,284.1696,107.5519
59,0.9830666,-4.931788,285.0316,97.6076
60,0.9998817,-3.253556,218.5019,65.32548
61,1.016544,-1.559262,171.7139,35.46908
62,1.033329,-2.096622,141.1893,42.47268
63,1.050014,-2.096622,141.1893,42.47268
64,1.066463,14.62858,56.51148,36.98343
65,1.083149,14.79844,6.215772,34.31889
66,1.099895,12.91321,-17.51168,29.34808
67,1.116505,14.56973,-40.43574,14.27546
68,1.133183,5.658525,-64.28134,0.335571
69,1.149899,5.658525,-64.28134,0.335571
70,1.166599,-0.0860767,-107.8616,2.244884
71,1.183117,0.4213439,-142.7169,-10.89525
72,1.199924,0.6202959,-170.9603,-16.03994
73,1.216396,0.4645013,-193.9993,-12.01132
74,1.233089,3.167573,-216.201,-19.52485
75,1.249775,3.167573,-216.201,-19.52485
76,1.266453,21.19862,-239.9794,-31.0845
77,1.282993,29.60122,-253.0186,-37.20988
78,1.299618,32.06645,-259.2722,-41.86172
79,1.316296,39.01966,-279.394,-14.53933
80,1.333256,47.63672,-280.5037,8.887955
81,1.349804,47.63672,-280.5037,8.887955
82,1.366497,60.13108,-255.6207,39.15891
83,1.383076,48.35713,-206.595,54.96154
84,1.3997,44.95851,-180.7027,54.10685
85,1.416355,28.65341,-148.225,47.1525
86,1.433338,7.14422,-105.5338,30.84992
87,1.450024,7.14422,-105.5338,30.84992
88,1.466381,-15.60095,-45.26552,-1.253965
89,1.483196,-32.69181,-26.44791,-8.694961
90,1.499683,-33.42771,-28.48202,-5.743825
91,1.516697,-32.35167,-27.9583,-11.02259
92,1.533321,-22.78703,-37.98102,-20.86205
93,1.549908,-22.78703,-37.98102,-20.86205
94,1.566463,-10.21147,-68.86434,-10.66169
95,1.583225,-0.7406645,-94.95,-2.247013
96,1.599873,-0.155909,-89.36903,-7.801303
97,1.616405,0.01225738,-109.7598,-3.612867
98,1.633305,-7.131216,-104.785,-4.501628
99,1.649792,-7.131216,-104.785,-4.501628
100,1.666615,-13.40892,-74.36174,-6.980734
101,1.683079,-12.54992,-54.16674,-11.90772
102,1.699718,-14.52779,-43.3958,-14.74509
103,1.716549,-13.46626,-43.84756,-33.52944
104,1.733181,-21.8446,-52.36333,-43.82669
105,1.749775,-21.8446,-52.36333,-43.82669
106,1.766552,-25.76346,-56.21008,-51.65631
107,1.783154,-23.46791,-65.12895,-35.85141
108,1.799831,-13.55654,-69.88403,-33.44661
109,1.816517,-4.945979,-63.78899,-33.61994
110,1.83308,0.4621443,-67.45602,-33.38349
111,1.849735,0.4621443,-67.45602,-33.38349
112,1.866558,1.245016,-64.59284,-42.63318
113,1.883045,1.01967,-67.6629,-34.91611
114,1.899891,0.7577876,-61.06424,-25.94859
115,1.916355,0.7179833,-49.41058,-24.58559
116,1.933048,0.8036901,-32.56794,-27.52041
117,1.949848,0.8036901,-32.56794,-27.52041
118,1.966496,0.2584362,-21.72852,-8.84952
119,1.983089,0.1920445,-14.66768,1.406016
120,1.999905,0.04491968,-12.52546,2.884933
121,2.016354,0.1434035,-4.605332,1.061494
122,2.033588,0.2354454,-15.61783,3.566051
123,2.04987,0.2354454,-15.61783,3.566051
124,2.066349,2.266841,-23.99544,-1.126624
125,2.083042,1.313934,-24.71894,-4.519305
126,2.099995,4.445992,-25.99324,5.693008
127,2.116474,3.429094,-15.24447,3.343226
128,2.133114,2.468989,-21.78602,4.651039
129,2.149677,2.468989,-21.78602,4.651039
130,2.150455,7.805214,-26.28779,5.539795
131,2.166508,4.990687,-35.81649,7.268651
132,2.183109,3.177037,-34.13315,6.733263
133,2.199642,-0.1253812,-39.50767,7.519289
134,2.216175,-0.127111,-35.52441,6.58079
135,2.232944,-0.127111,-35.52441,6.58079
136,2.249577,4.366395,-37.98185,-5.742656
137,2.266445,0.2015267,-49.96883,-9.667377
138,2.283039,0.1416709,-51.14106,-7.477673
139,2.299717,0.2875049,-52.2554,-15.19785
140,2.316441,0.3966048,-59.74895,-20.96507
141,2.333126,0.3966048,-59.74895,-20.96507
142,2.349606,0.3029537,-51.22001,-16.01455
143,2.366482,1.740805,-11.68514,-1.387245
144,2.383152,0.5076649,10.93596,-1.399385
145,2.399639,-0.02729784,26.11367,1.663365
146,2.416248,-1.988513,69.787,19.26221
147,2.43301,-1.988513,69.787,19.26221
148,2.449635,4.482676,255.0069,64.68288
149,2.466236,1.527471,318.9483,66.39965
150,2.483036,-12.23831,326.2285,85.28362
151,2.499622,-16.86911,307.7662,91.2956
152,2.51643,-15.12734,318.0925,130.9239
153,2.533115,-15.12734,318.0925,130.9239
154,2.549778,-20.32998,361.5772,143.3339
155,2.566319,-45.78429,314.7668,131.701
156,2.583164,-61.28232,278.7232,161.1956
157,2.599453,-67.10989,177.3711,129.369
158,2.616367,-66.65899,181.5867,176.1373
159,2.632809,-66.65899,181.5867,176.1373
160,2.649647,-71.47825,75.62461,195.7182
161,2.666264,-101.262,35.71125,182.0088
162,2.682926,-107.2707,-10.18183,186.997
163,2.69981,-116.0251,-41.89471,183.7346
164,2.716404,-157.1806,-76.49254,193.1278
165,2.733051,-157.1806,-76.49254,193.1278
166,2.749454,-152.6561,-105.5527,134.9042
167,2.766254,-166.3148,-119.7712,113.8638
168,2.782909,-169.3862,-99.6091,94.44271
169,2.799633,-164.8698,-87.18533,85.78973
170,2.81625,-141.1908,-89.15277,78.78419
171,2.832806,-141.1908,-89.15277,78.78419
172,2.849506,-71.06536,-97.85866,68.77584
173,2.866436,-49.52382,-113.7158,60.8384
174,2.882824,-32.72936,-122.1277,47.55555
175,2.899799,-14.76162,-121.2791,45.67985
176,2.916286,-8.751365,-107.6302,39.54112
177,2.933086,-8.751365,-107.6302,39.54112
178,2.949757,0.859136,-92.99803,4.936409
179,2.966213,4.441736,-85.71459,-14.42769
180,2.983044,5.519667,-69.868,-25.49403
181,2.999706,5.120851,-49.57721,-23.67663
182,3.01656,5.533762,-41.75217,-25.58588
183,3.032894,5.533762,-41.75217,-25.58588
184,3.049328,7.155789,-23.54735,-33.08549
185,3.066082,17.17131,-22.49952,-32.12464
186,3.082821,12.87742,-14.22716,-28.71946
187,3.09956,6.056961,-21.40115,-27.93017
188,3.116146,16.18483,-31.84494,-16.45321
189,3.132938,16.18483,-31.84494,-16.45321
190,3.149433,0.8630694,-42.43747,-3.085873
191,3.166134,2.47428,-38.76657,-11.57409
192,3.182903,-5.099991,-52.70811,-25.77618
193,3.19949,3.317377,-57.02314,-16.14968
194,3.216297,3.34729,-60.40519,-15.60367
195,3.232975,3.34729,-60.40519,-15.60367
196,3.249798,7.62214,-59.69604,-5.443172
197,3.266399,1.85454,-55.1973,-2.391727
198,3.282955,1.535868,-55.25471,6.191111
199,3.299702,2.134086,-55.7262,6.171265
200,3.31609,-2.521906,-53.0005,11.97066
201,3.332783,-2.521906,-53.0005,11.97066
202,3.349567,-2.061579,-45.51881,9.705617
203,3.366146,-2.264048,-51.60595,10.65881
204,3.382877,-1.984822,-46.55544,9.344251
205,3.399685,-1.386739,-40.57368,6.528565
206,3.416256,-6.300807,-61.65821,-18.17599
207,3.432995,-6.300807,-61.65821,-18.17599
208,3.449574,5.604437,-83.53575,-26.57511
209,3.450451,7.140911,-78.33958,-33.41838
210,3.46632,12.4485,-75.30424,-28.92683
211,3.482937,5.614745,-62.57311,-26.19828
212,3.499447,9.148765,-33.62968,-13.60695
213,3.516155,9.148765,-33.62968,-13.60695
214,3.533077,2.118249,34.77468,9.899892
215,3.549458,-2.659324,55.23195,12.68355
216,3.566013,-2.473523,73.46849,11.71661
217,3.582867,-0.4847668,61.55861,2.296147
218,3.59972,-13.78032,61.40097,7.546057
219,3.616146,-13.78032,61.40097,7.546057
220,3.632877,-2.354159,28.93886,-4.843867
221,3.649525,-0.2871997,2.437902,-0.5233022
222,3.666409,-0.4343118,-2.97287,-1.067515
223,3.683117,15.64743,-1.733957,3.359517
224,3.69952,16.02482,23.25637,30.03931
225,3.716007,16.02482,23.25637,30.03931
226,3.732777,55.88501,107.6106,65.91403
227,3.749508,85.30428,119.5325,66.58401
228,3.766201,95.4193,113.6648,61.37841
229,3.782932,48.27862,55.0798,53.39603
230,3.799618,15.48617,15.97012,30.85851
231,3.816044,15.48617,15.97012,30.85851
232,3.832897,49.38708,22.55242,70.30512
233,3.849628,66.05793,36.43423,107.1009
234,3.866215,71.19879,47.58599,131.258
235,3.882885,63.74332,48.40322,109.5431
236,3.899555,76.51863,37.2136,97.60635
237,3.916248,76.51863,37.2136,97.60635
238,3.93272,123.4196,29.54694,101.9283
239,3.949612,71.43088,-12.84435,89.79963
240,3.966213,27.59795,-40.95869,78.00769
241,3.9827,33.21218,-52.47499,73.80561
242,3.999569,33.90411,-69.41376,61.23243
243,4.016239,33.90411,-69.41376,61.23243
244,4.03278,6.489164,-65.46802,72.80851
245,4.049656,5.795319,-61.11993,52.47403
246,4.066128,-2.421841,-48.25638,29.90503
247,4.082981,20.44511,-38.5281,16.74687
248,4.099407,28.28597,-18.57215,25.68544
249,4.116077,28.28597,-18.57215,25.68544
250,4.132763,57.52673,-4.701393,38.85743
251,4.149563,52.96264,-15.01355,28.4449
252,4.165943,28.14246,-30.22354,22.08016
253,4.182789,33.69545,-37.29686,13.93586
254,4.199436,52.21433,-36.78188,10.32594
255,4.216305,52.21433,-36.78188,10.32594
256,4.233082,71.18508,-21.26838,7.119778
257,4.24934,54.83728,-11.42826,3.615169
258,4.266171,50.64032,-4.914406,0.7496939
