sample,t,vx,vy,vz
0,0.0,0.0,0.0,0.0
1,0.01675415,0.0,0.0,0.0
2,0.03347778,0.0,0.0,0.0
3,0.04998779,0.0,0.0,0.0
4,0.06668091,0.0,0.0,0.0
5,0.08340454,0.0,0.0,0.0
6,0.1000061,0.0,0.0,0.0
7,0.1166992,0.0,0.0,0.0
8,0.1334229,0.0,0.0,0.0
9,0.1500854,0.0,0.0,0.0
10,0.1667786,0.0,0.0,0.0
11,0.1834412,0.0,0.0,0.0
12,0.1999512,0.0,0.0,0.0
13,0.2166443,0.0,0.0,0.0
14,0.2333069,0.0,0.0,0.0
15,0.2500305,0.0,0.0,0.0
16,0.2666626,0.0,0.0,0.0
17,0.2833557,0.0,0.0,0.0
18,0.2999878,0.0,0.0,0.0
19,0.3166199,0.0,0.0,0.0
20,0.333252,0.0,0.0,0.0
21,0.3500671,0.0,0.0,0.0
22,0.3666382,0.0,0.0,0.0
23,0.3833313,0.0,0.0,0.0
24,0.4000244,0.0,0.0,0.0
25,0.416626,0.0,0.0,0.0
26,0.4333191,0.0,0.0,0.0
27,0.4500427,0.0,0.0,0.0
28,0.4667358,0.0,0.0,0.0
29,0.4833069,0.0,0.0,0.0
30,0.5001526,0.0,0.0,0.0
31,0.5166626,0.0,0.0,0.0
32,0.5332947,0.0,0.0,0.0
33,0.5500488,0.0,0.0,0.0
34,0.5666504,0.0,0.0,0.0
35,0.583252,0.0,0.0,0.0
36,0.6000061,0.0,0.0,0.0
37,0.6165771,0.0,0.0,0.0
38,0.6332703,0.0,0.0,0.0
39,0.6502075,0.0,0.0,0.0
40,0.6665955,0.0,0.0,0.0
41,0.6832275,0.0,0.0,0.0
42,0.6999207,0.0,0.0,0.0
43,0.7166138,0.0,0.0,0.0
44,0.7332458,0.0,0.0,0.0
45,0.749939,0.0,0.0,0.0
46,0.7666321,0.0,0.0,0.0
47,0.7832336,0.0,0.0,0.0
48,0.7999878,0.0,0.0,0.0
49,0.8166199,0.0,0.0,0.0
50,0.8334045,0.0,0.0,0.0
51,0.8499756,0.0,0.0,0.0
52,0.8666077,0.0,0.0,0.0
53,0.8833313,0.0,0.0,0.0
54,0.9001465,0.0,0.0,0.0
55,0.9166565,0.0,0.0,0.0
56,0.9334106,0.0,0.0,0.0
57,0.9499207,0.0,0.0,0.0
58,0.9665833,0.0,0.0,0.0
59,0.9832458,0.0,0.0,0.0
60,0.999939,0.0,0.0,0.0
