sample,t,x,y,z, HasCollision
0,0.0,0.0,-65.51071,-88.1142,False
1,0.01663208,0.0,-65.51071,-88.1142,False
2,0.03341675,0.0,-65.51071,-88.1142,False
3,0.05001831,0.0,-65.51071,-88.1142,False
4,0.06661987,0.0,-65.51071,-88.1142,False
5,0.08340454,0.0,-65.51071,-88.1142,False
6,0.1000977,0.0,-65.51071,-88.1142,False
7,0.1166687,0.0,-65.51071,-88.1142,False
8,0.1333008,0.0,-65.51071,-88.1142,False
9,0.1500244,0.0,-65.51071,-88.1142,False
10,0.166626,0.0,-65.51071,-88.1142,False
11,0.1833801,0.0,-65.51071,-88.1142,False
12,0.1999512,0.0,-65.51071,-88.1142,False
13,0.2166443,0.0,-65.51071,-88.1142,False
14,0.2334595,0.0,-65.51071,-88.1142,False
15,0.2500305,0.0,-65.51071,-88.1142,False
16,0.2666626,0.0,-65.51071,-88.1142,False
17,0.2834473,0.0,-65.51071,-88.1142,False
18,0.3000793,0.0,-65.51071,-88.1142,False
19,0.3166199,0.0,-65.51071,-88.1142,False
20,0.3333435,0.0,-65.51071,-88.1142,False
21,0.3500366,0.0,-65.51071,-88.1142,False
22,0.3667297,0.0,-65.51071,-88.1142,False
23,0.3833923,0.0,-65.51071,-88.1142,False
24,0.4000549,0.0,-65.51071,-88.1142,False
25,0.416626,0.0,-65.51071,-88.1142,False
26,0.4334717,0.0,-65.51071,-88.1142,False
27,0.4500427,0.0,-65.51071,-88.1142,False
28,0.4672241,0.0,-65.51071,-88.1142,False
29,0.4832458,0.0,-65.51071,-88.1142,False
30,0.5,0.0,-65.51071,-88.1142,False
31,0.5166321,0.0,-65.51071,-88.1142,False
32,0.5332642,0.0,-65.51071,-88.1142,False
33,0.5499268,0.0,-65.51071,-88.1142,False
34,0.5665894,0.0,-65.51071,-88.1142,False
35,0.583374,0.0,-65.51071,-88.1142,False
36,0.6000061,0.0,-65.51071,-88.1142,False
37,0.6166992,0.0,-65.51071,-88.1142,False
38,0.6334229,0.0,-65.51071,-88.1142,False
39,0.6499939,0.0,-65.51071,-88.1142,False
40,0.6667175,0.0,-65.51071,-88.1142,False
41,0.6834106,0.0,-65.51071,-88.1142,False
42,0.6999817,0.0,-65.51071,-88.1142,False
43,0.7166443,0.0,-65.51071,-88.1142,False
44,0.7332764,0.0,-65.51071,-88.1142,False
45,0.7499695,0.0,-65.51071,-88.1142,False
46,0.7666016,0.0,-65.51071,-88.1142,False
47,0.7833862,0.0,-65.51071,-88.1142,False
48,0.7999268,0.0,-65.51071,-88.1142,False
49,0.8166199,0.0,-65.51071,-88.1142,False
50,0.833252,0.0,-65.51071,-88.1142,False
51,0.8499451,0.0,-65.51071,-88.1142,False
52,0.8666687,0.0,-65.51071,-88.1142,False
53,0.8832703,0.0,-65.51071,-88.1142,False
54,0.8999023,0.0,-65.51071,-88.1142,False
55,0.916626,0.0,-65.51071,-88.1142,False
56,0.9333496,0.0,-65.51071,-88.1142,False
57,0.9499207,0.0,-65.51071,-88.1142,False
58,0.9665527,0.0,-65.51071,-88.1142,False
59,0.9833374,0.0,-65.51071,-88.1142,False
60,1.000305,0.0,-65.51071,-88.1142,False
61,1.016693,0.0,-65.51071,-88.1142,False
62,1.033295,0.0,-65.51071,-88.1142,False
63,1.049927,0.0,-65.51071,-88.1142,False
64,1.06665,0.0,-65.51071,-88.1142,False
65,1.083282,0.0,-65.51071,-88.1142,False
66,1.100433,0.0,-65.51071,-88.1142,False
67,1.116577,0.0,-65.51071,-88.1142,False
68,1.133209,0.0,-65.51071,-88.1142,False
69,1.150055,0.0,-65.51071,-88.1142,False
70,1.166626,0.0,-65.51071,-88.1142,False
71,1.183258,0.0,-65.51071,-88.1142,False
72,1.199951,0.0,-65.51071,-88.1142,False
73,1.216522,0.0,-65.51071,-88.1142,False
74,1.233154,0.0,-65.51071,-88.1142,False
75,1.249908,0.0,-65.51071,-88.1142,False
76,1.26651,0.0,-65.51071,-88.1142,False
77,1.283234,0.0,-65.51071,-88.1142,False
78,1.299866,0.0,-65.51071,-88.1142,False
79,1.316498,0.0,-65.51071,-88.1142,False
80,1.333191,0.0,-65.51071,-88.1142,False
81,1.349823,0.0,-65.51071,-88.1142,False
82,1.366516,0.0,-65.51071,-88.1142,False
83,1.38324,0.0,-65.51071,-88.1142,False
84,1.399811,0.0,-65.51071,-88.1142,False
85,1.416534,0.0,-64.16244,-85.72867,False
86,1.433105,0.34812,-62.59609,-83.6907,False
87,1.449829,0.9970267,-60.63819,-81.75803,False
88,1.466522,0.9970267,-60.63819,-81.75803,False
89,1.483215,1.604323,-57.01503,-77.62517,False
90,1.499878,1.971218,-55.33474,-76.17499,False
91,1.516541,2.609611,-54.19762,-75.04568,False
92,1.533417,3.365293,-53.82047,-74.32001,False
93,1.549744,4.073565,-53.92756,-74.06048,False
94,1.566467,4.073565,-53.92756,-74.06048,False
95,1.58316,4.229292,-54.51992,-74.05292,False
96,1.599823,4.191487,-54.79718,-74.02934,False
97,1.616516,4.193375,-54.89735,-73.98685,False
98,1.633057,4.157372,-55.04767,-73.92156,False
99,1.649841,4.210322,-55.34434,-73.60551,False
100,1.666595,4.210322,-55.34434,-73.60551,False
101,1.683685,4.541559,-55.98114,-73.20948,False
102,1.699768,4.744386,-56.33319,-73.07387,False
103,1.716492,4.82527,-56.57352,-73.0278,False
104,1.733124,4.828388,-56.72465,-72.96622,False
105,1.749878,4.946482,-56.86444,-72.9639,False
106,1.766449,4.946482,-56.86444,-72.9639,False
107,1.783173,5.036536,-57.04992,-72.74761,False
108,1.799744,5.209969,-57.06727,-72.45798,False
109,1.816742,5.474602,-56.84768,-71.97707,False
110,1.83313,5.662654,-56.53548,-71.48079,False
111,1.849823,5.811013,-56.17007,-71.00429,False
112,1.866547,5.811013,-56.17007,-71.00429,False
113,1.883087,6.334058,-56.11288,-70.37246,False
114,1.899811,6.66719,-56.14309,-70.234,False
115,1.916443,6.847106,-56.19301,-69.97868,False
116,1.933136,6.946088,-56.1017,-69.72758,False
117,1.949799,7.126796,-56.00969,-69.48244,False
118,1.966461,7.126796,-56.00969,-69.48244,False
119,1.983032,7.333495,-56.02391,-68.89634,False
120,1.999847,7.692736,-55.9574,-68.50412,False
121,2.016479,8.061522,-55.85713,-68.02751,False
122,2.033081,8.394758,-55.71307,-67.51659,False
123,2.049866,8.768983,-55.69907,-67.05299,False
124,2.066498,8.768983,-55.69907,-67.05299,False
125,2.083069,9.474972,-55.8821,-66.23212,False
126,2.099762,10.03312,-56.0124,-65.72388,False
127,2.116486,10.32706,-56.02507,-65.34229,False
128,2.133118,10.48455,-56.02115,-65.05536,False
129,2.149811,10.63946,-56.05895,-64.80074,False
130,2.166504,10.63946,-56.05895,-64.80074,False
131,2.183136,11.11778,-56.26828,-64.35315,False
132,2.199768,11.49402,-56.4047,-64.08011,False
133,2.216736,11.87951,-56.45469,-63.74382,False
134,2.233124,12.26992,-56.31734,-63.38686,False
135,2.249786,12.58255,-55.94856,-62.96766,False
136,2.266357,12.58255,-55.94856,-62.96766,False
137,2.283112,13.01955,-55.42189,-62.27308,False
138,2.299744,13.12665,-55.44036,-62.12308,False
139,2.316437,13.14132,-55.59591,-62.00433,False
140,2.33313,13.15469,-55.84516,-61.89614,False
141,2.349884,13.16534,-56.04472,-61.80994,False
142,2.366425,13.16534,-56.04472,-61.80994,False
143,2.383087,13.1693,-56.00091,-61.77787,False
144,2.399841,13.18255,-56.01302,-61.67069,False
145,2.416412,13.20242,-56.03101,-61.50989,False
146,2.433075,13.26629,-56.04882,-61.35452,False
147,2.449707,13.37704,-56.11632,-61.18314,False
148,2.466309,13.37704,-56.11632,-61.18314,False
149,2.483063,13.48289,-56.31205,-60.69531,False
150,2.499756,13.53259,-56.40106,-60.29845,False
151,2.516357,13.59441,-56.35513,-59.80483,False
152,2.533325,13.65086,-56.20723,-59.35412,False
153,2.549713,13.59724,-56.04264,-59.05341,False
154,2.566376,13.59724,-56.04264,-59.05341,False
155,2.583313,13.42771,-56.13107,-58.57428,False
156,2.600311,13.35311,-56.19036,-58.43419,False
157,2.616302,13.33004,-56.2542,-58.24588,False
158,2.633087,13.34957,-56.26796,-58.08463,False
159,2.649719,13.36909,-56.28153,-57.92336,False
160,2.666351,13.36909,-56.28153,-57.92336,False
161,2.683044,13.18996,-56.09101,-57.88045,False
162,2.699707,13.00569,-56.04117,-57.88058,False
163,2.716339,12.7331,-56.04117,-57.84883,False
164,2.733063,12.60291,-56.0456,-57.7794,False
165,2.749786,12.62745,-56.06313,-57.56414,False
166,2.766296,12.62745,-56.06313,-57.56414,False
167,2.783142,13.06834,-56.19135,-56.55679,False
168,2.799683,13.17238,-56.12973,-56.06719,False
169,2.816345,13.10126,-55.94868,-55.87412,False
170,2.833008,12.78953,-55.714,-55.73061,False
171,2.849854,12.32153,-55.61452,-55.72282,False
172,2.866333,12.32153,-55.61452,-55.72282,False
173,2.882935,11.47985,-55.56129,-55.71063,False
174,2.899719,11.34089,-55.56129,-55.69655,False
175,2.916412,11.34089,-55.56129,-55.69655,False
176,2.933014,11.34089,-55.56129,-55.69655,False
177,2.949677,11.34089,-55.56129,-55.69655,False
178,2.966309,11.34089,-55.56129,-55.69655,False
179,2.983002,11.07244,-54.95821,-56.04675,False
180,2.999664,10.68594,-54.5616,-56.1895,False
181,3.016388,10.29541,-54.16201,-56.38886,False
182,3.032928,9.958985,-53.81599,-56.51822,False
183,3.049683,9.771795,-53.62204,-56.53901,False
184,3.066254,9.771795,-53.62204,-56.53901,False
185,3.083008,9.06214,-52.98466,-56.72506,False
186,3.099579,8.496528,-52.68584,-56.87462,False
187,3.116364,7.985013,-52.58392,-56.93787,False
188,3.133514,7.613182,-52.53116,-56.98956,False
189,3.149536,7.333312,-52.47839,-57.04851,False
190,3.166351,7.333312,-52.47839,-57.04851,False
191,3.183105,7.002148,-52.22914,-57.19873,False
192,3.199585,6.904905,-52.03283,-57.28679,False
193,3.216309,6.810681,-51.93473,-57.32816,False
194,3.233154,6.760297,-51.88203,-57.40302,False
195,3.249634,6.756999,-51.87835,-57.45713,False
196,3.266235,6.756999,-51.87835,-57.45713,False
197,3.28299,6.436411,-51.82932,-57.4617,False
198,3.299652,5.972005,-51.72386,-57.59163,False
199,3.316223,5.41895,-51.66734,-57.69542,False
200,3.332947,4.727066,-51.65203,-57.88072,False
201,3.34964,4.22113,-51.64032,-58.02294,False
202,3.366241,4.22113,-51.64032,-58.02294,False
203,3.382996,4.311592,-51.73437,-58.03334,False
204,3.399597,5.041592,-51.9305,-57.96984,False
205,3.416321,6.089165,-52.07769,-57.952,False
206,3.433258,6.816804,-52.12677,-57.97102,False
207,3.449615,7.405171,-52.07769,-58.03246,False
208,3.466278,7.405171,-52.07769,-58.03246,False
209,3.482941,8.152633,-51.95948,-58.40402,False
210,3.499664,8.36631,-51.94717,-58.58309,False
211,3.516388,8.525812,-51.9262,-58.86707,False
212,3.533081,8.6887,-51.90904,-59.09723,False
213,3.549591,8.98089,-51.88709,-59.39258,False
214,3.566284,8.98089,-51.88709,-59.39258,False
215,3.582947,9.802649,-51.86002,-59.78966,False
216,3.599609,10.23878,-51.85082,-59.93869,False
217,3.616333,10.67386,-51.84153,-60.08947,False
218,3.633148,11.15232,-51.83215,-60.24656,False
219,3.649567,11.67649,-51.87175,-60.38715,False
220,3.66626,11.67649,-51.87175,-60.38715,False
221,3.682953,12.79084,-51.93609,-60.84771,False
222,3.699524,13.07032,-51.96036,-61.13026,False
223,3.716278,13.05814,-51.9634,-61.59564,False
224,3.733063,12.91359,-52.05749,-62.05207,False
225,3.749573,12.54131,-52.27993,-62.57424,False
226,3.766266,12.54131,-52.27993,-62.57424,False
227,3.782959,11.51694,-53.10124,-63.87219,False
228,3.799622,10.92583,-53.52464,-64.53345,False
229,3.816284,10.39233,-53.90699,-65.11889,False
230,3.832977,9.967271,-54.26514,-65.52428,False
231,3.849548,9.811163,-54.59434,-65.81779,False
232,3.866241,9.811163,-54.59434,-65.81779,False
233,3.882904,9.966844,-55.3211,-65.9671,False
234,3.899506,10.22379,-55.65465,-65.9481,False
235,3.916656,10.44305,-55.8545,-65.88359,False
236,3.932922,10.48956,-55.95447,-65.84514,False
237,3.949463,10.45721,-56.06241,-65.74468,False
238,3.966248,10.45721,-56.06241,-65.74468,False
239,3.982819,10.26219,-56.3205,-65.56356,False
240,3.999542,10.14374,-56.5208,-65.46626,False
241,4.016205,10.10747,-56.90597,-65.40061,False
242,4.032867,10.10491,-57.32582,-65.4266,False
243,4.0495,10.136,-57.78006,-65.54467,False
244,4.066132,10.136,-57.78006,-65.54467,False
245,4.082886,10.38742,-58.34346,-65.59165,False
246,4.099487,10.47344,-58.62956,-65.58542,False
247,4.116272,10.47827,-58.87371,-65.53802,False
248,4.132843,10.4482,-59.17695,-65.41341,False
249,4.149414,10.37558,-59.48048,-65.28527,False
250,4.166168,10.37558,-59.48048,-65.28527,False
251,4.182861,10.2851,-60.29966,-64.90381,False
252,4.199463,10.25797,-60.70586,-64.7439,False
253,4.216248,10.23248,-61.16344,-64.56612,False
254,4.233002,10.34518,-61.49369,-64.29948,False
255,4.249481,10.39491,-61.61797,-63.79929,False
256,4.266205,10.39491,-61.61797,-63.79929,False
257,4.282867,10.50247,-61.53526,-62.71756,False
258,4.2995,10.56065,-61.47187,-62.13235,False
259,4.316223,10.60095,-61.33333,-61.72702,False
260,4.332886,10.58853,-61.23008,-61.40531,False
261,4.349762,10.59723,-61.19313,-61.31741,False
262,4.366241,10.59723,-61.19313,-61.31741,False
263,4.382782,10.86323,-61.24394,-61.32452,False
264,4.399506,11.184,-61.16297,-61.23414,False
265,4.416107,11.60196,-60.75349,-61.0763,False
266,4.43277,11.85336,-60.16054,-60.82028,False
267,4.449402,11.93193,-59.52251,-60.51473,False
268,4.466125,11.93193,-59.52251,-60.51473,False
269,4.48288,12.0458,-58.53357,-59.8936,False
270,4.499969,12.11022,-58.21587,-59.72079,False
271,4.516205,12.35696,-58.09313,-59.53959,False
272,4.532867,12.73752,-58.06491,-59.38682,False
273,4.5495,13.20496,-58.08119,-59.27909,False
274,4.566132,13.20496,-58.08119,-59.27909,False
275,4.582794,13.82853,-58.11316,-59.02934,False
276,4.599518,14.02629,-58.07862,-58.91205,False
277,4.61618,14.32429,-58.09922,-58.73244,False
278,4.632813,14.70358,-58.06423,-58.64005,False
279,4.649567,15.25966,-58.07426,-58.60676,False
280,4.666199,15.25966,-58.07426,-58.60676,False
281,4.682892,16.26767,-58.08422,-58.64224,False
282,4.699463,16.4481,-58.08422,-58.66915,False
283,4.716248,16.4481,-58.08422,-58.66915,False
284,4.73288,16.30174,-58.02905,-58.7232,False
285,4.749451,15.97226,-57.92367,-58.77183,False
286,4.766235,15.97226,-57.92367,-58.77183,False
287,4.782806,15.3832,-57.84311,-59.03662,False
288,4.7995,15.13614,-57.82762,-59.16596,False
289,4.81601,14.87789,-57.85155,-59.38217,False
290,4.832825,14.57308,-57.82475,-59.61377,False
291,4.849426,14.28362,-57.8084,-59.73895,False
292,4.866089,14.28362,-57.8084,-59.73895,False
293,4.88269,13.94336,-57.78629,-59.91275,False
294,4.899475,13.84733,-57.78071,-59.95494,False
295,4.916046,13.83363,-57.76949,-60.06216,False
296,4.932739,13.81993,-57.75817,-60.16937,False
297,4.949463,13.72,-57.79696,-60.24442,False
298,4.966095,13.72,-57.79696,-60.24442,False
299,4.982697,13.30001,-57.77968,-60.35527,False
300,4.99939,13.02706,-57.77388,-60.37642,False
301,5.016052,12.79868,-57.76806,-60.40352,False
302,5.032745,12.65921,-57.76221,-60.44147,False
303,5.049408,12.65921,-57.76221,-60.44147,False
304,5.06604,12.65921,-57.76221,-60.44147,False
305,5.082642,12.70358,-57.76221,-60.44668,False
306,5.099365,12.70358,-57.76221,-60.44668,False
307,5.116028,12.66166,-57.81241,-60.42062,False
308,5.132629,12.56282,-57.85086,-60.49673,False
309,5.149414,12.37408,-57.98374,-60.57483,False
310,5.166138,12.37408,-57.98374,-60.57483,False
311,5.1828,12.25303,-58.28718,-60.84909,False
312,5.199432,12.28445,-58.51403,-60.96584,False
313,5.216034,12.26315,-58.68403,-61.15207,False
314,5.232666,12.2342,-58.9415,-61.40509,False
315,5.249451,12.20137,-59.24202,-61.69213,False
316,5.265991,12.20137,-59.24202,-61.69213,False
317,5.282684,12.13926,-59.79646,-62.23504,False
318,5.299408,12.18862,-59.99281,-62.57398,False
319,5.31604,12.19795,-60.14462,-62.87445,False
320,5.332703,12.19687,-60.33119,-63.26239,False
321,5.349426,12.1524,-60.51618,-63.64558,False
322,5.365967,12.1524,-60.51618,-63.64558,False
323,5.38266,11.96388,-60.95864,-64.52438,False
324,5.399384,11.93852,-61.30778,-64.74442,False
325,5.416016,12.03835,-61.60539,-64.99933,False
326,5.432678,12.14153,-61.85993,-65.2207,False
327,5.449371,12.24188,-62.06292,-65.46149,False
328,5.465942,12.24188,-62.06292,-65.46149,False
329,5.482666,12.44341,-62.38521,-65.56934,False
330,5.499329,12.48793,-62.43631,-65.5559,False
