sample,t,vx,vy,vz
0,0.0,0.0,0.0,0.0
1,0.0165863,0.0,0.0,0.0
2,0.03361511,0.0,0.0,0.0
3,0.05021667,0.0,0.0,0.0
4,0.06654358,0.0,0.0,0.0
5,0.08348083,0.0,0.0,0.0
6,0.1000824,0.0,0.0,0.0
7,0.1166534,0.0,0.0,0.0
8,0.1330566,0.0,0.0,0.0
9,0.1499329,0.0,0.0,0.0
10,0.1667786,0.0,0.0,0.0
11,0.1836548,0.0,0.0,0.0
12,0.1998444,0.0,0.0,0.0
13,0.216568,0.0,0.0,0.0
14,0.2335815,0.0,0.0,0.0
15,0.2502441,0.0,0.0,0.0
16,0.2668152,0.0,0.0,0.0
17,0.2831573,0.0,0.0,0.0
18,0.2998352,0.0,0.0,0.0
19,0.316803,0.0,0.0,0.0
20,0.3332062,0.0,0.0,0.0
21,0.3503113,0.0,0.0,0.0
22,0.3666229,0.0,0.0,0.0
23,0.3831024,0.0,0.0,0.0
24,0.3999786,0.0,0.0,0.0
25,0.4165802,0.0,0.0,0.0
26,0.4329987,0.0,0.0,0.0
27,0.4499359,0.0,0.0,0.0
28,0.4664764,0.0,0.0,0.0
29,0.4832916,0.0,0.0,0.0
30,0.5,0.0,0.0,0.0
31,0.516571,0.0,0.0,0.0
32,0.5333557,0.0,0.0,0.0
33,0.5499115,0.0,0.0,0.0
34,0.5665131,0.0,0.0,0.0
35,0.583374,0.0,0.0,0.0
36,0.5997925,0.0,0.0,0.0
37,0.6164093,0.0,0.0,0.0
38,0.6332092,0.0,0.0,0.0
39,0.6498718,0.0,0.0,0.0
40,0.6667786,0.0,0.0,0.0
41,0.6831207,0.0,0.0,0.0
42,0.6999207,0.0,0.0,0.0
43,0.7167511,0.0,0.0,0.0
44,0.7331238,0.0,0.0,0.0
45,0.7498779,0.0,0.0,0.0
46,0.7665863,0.0,0.0,0.0
47,0.7830505,0.0,0.0,0.0
48,0.7997589,0.0,0.0,0.0
49,0.8165588,0.0,0.0,0.0
50,0.8332214,0.0,0.0,0.0
51,0.849884,0.0,0.0,0.0
52,0.8666534,0.0,0.0,0.0
53,0.8831177,0.0,0.0,0.0
54,0.8998108,0.0,0.0,0.0
55,0.9165802,0.0,0.0,0.0
56,0.9330139,0.0,0.0,0.0
57,0.9498596,0.0,0.0,0.0
58,0.966568,0.0,0.0,0.0
59,0.983078,0.0,0.0,0.0
60,0.9998016,0.0,0.0,0.0
61,1.016708,0.0,0.0,0.0
62,1.03302,0.0,0.0,0.0
63,1.04982,0.0,0.0,0.0
64,1.066666,0.0,0.0,0.0
65,1.082932,0.0,0.0,0.0
66,1.099609,0.0,0.0,0.0
67,1.116806,0.0,0.0,0.0
68,1.13298,6.775168,110.3771,252.4828
69,1.149902,65.35571,165.6519,190.5617
70,1.16655,72.18822,204.5295,189.9908
71,1.182983,33.88382,181.6102,207.7378
72,1.19989,33.88382,181.6102,207.7378
73,1.216537,-15.08716,118.6716,94.72771
