sample,t,x,y,z, HasCollision
0,0.0,0.0,-65.51071,-88.1142,False
1,0.01635742,0.0,-65.51071,-88.1142,False
2,0.03292847,0.0,-65.51071,-88.1142,False
3,0.04966545,0.0,-65.51071,-88.1142,False
4,0.06590652,0.0,-65.51071,-88.1142,False
5,0.1159363,0.0,-65.51071,-88.1142,False
6,0.1659832,0.0,-65.51071,-88.1142,False
7,0.2157211,0.0,-65.51071,-88.1142,False
8,0.2662125,0.0,-65.51071,-88.1142,False
9,0.2827587,0.0,-65.51071,-88.1142,False
10,0.2995625,0.0,-65.51071,-88.1142,False
11,0.3162346,0.0,-65.51071,-88.1142,False
12,0.3328819,0.0,-65.51071,-88.1142,False
13,0.3492699,0.0,-65.51071,-88.1142,False
14,0.366436,0.0,-65.51071,-88.1142,False
15,0.3829632,0.0,-65.51071,-88.1142,False
16,0.399538,0.0,-65.51071,-88.1142,False
17,0.416193,0.0,-65.51071,-88.1142,False
18,0.4328175,0.0,-65.51071,-88.1142,False
19,0.4494419,0.0,-65.51071,-88.1142,False
20,0.4661598,0.0,-65.51071,-88.1142,False
21,0.4828014,0.0,-65.51071,-88.1142,False
22,0.4991493,0.0,-65.51071,-88.1142,False
23,0.5160923,0.0,-65.51071,-88.1142,False
24,0.5328808,0.0,-65.51071,-88.1142,False
25,0.5493164,0.0,-65.51071,-88.1142,False
26,0.5664234,0.0,-65.51071,-88.1142,False
27,0.5828819,0.0,-65.51071,-88.1142,False
28,0.5996742,0.0,-65.51071,-88.1142,False
29,0.6162338,0.0,-65.51071,-88.1142,False
30,0.6330261,0.0,-65.51071,-88.1142,False
31,0.6494503,0.0,-65.51071,-88.1142,False
32,0.6661243,0.0,-65.51071,-88.1142,False
33,0.6827965,0.0,-65.51071,-88.1142,False
34,0.6994438,0.0,-65.51071,-88.1142,False
35,0.7161865,0.0,-65.51071,-88.1142,False
36,0.7330246,0.0,-65.51071,-88.1142,False
37,0.7495098,0.0,-65.51071,-88.1142,False
38,0.7661572,0.0,-65.51071,-88.1142,False
39,0.7829533,0.0,-65.51071,-88.1142,False
40,0.7994003,0.0,-65.51071,-88.1142,False
41,0.8161545,0.0,-65.51071,-88.1142,False
42,0.8326588,0.0,-65.51071,-88.1142,False
43,0.8495216,0.0,-65.51071,-88.1142,False
44,0.8660736,0.0,-65.51071,-88.1142,False
45,0.8830566,0.0,-65.51071,-88.1142,False
46,0.8995724,0.0,-65.51071,-88.1142,False
47,0.9162388,0.0,-65.51071,-88.1142,False
48,0.9327335,0.0,-65.51071,-88.1142,False
49,0.9493866,0.0,-65.51071,-88.1142,False
50,0.9662266,0.0,-65.51071,-88.1142,False
51,0.9826622,0.0,-65.51071,-88.1142,False
52,0.9994621,0.0,-65.51071,-88.1142,False
53,1.016047,0.0,-65.51071,-88.1142,False
54,1.032532,0.0,-65.51071,-88.1142,False
55,1.049328,0.0,-65.51071,-88.1142,False
56,1.066261,0.0,-65.51071,-88.1142,False
57,1.082726,0.0,-65.51071,-88.1142,False
58,1.099487,0.0,-65.51071,-88.1142,False
59,1.116251,0.0,-65.51071,-88.1142,False
60,1.132769,0.0,-65.51071,-88.1142,False
61,1.14933,0.0,-65.51071,-88.1142,False
62,1.166058,0.0,-65.51071,-88.1142,False
63,1.182869,0.0,-65.51071,-88.1142,False
64,1.199446,0.0,-65.51071,-88.1142,False
65,1.216276,0.0,-65.51071,-88.1142,False
66,1.232885,0.0,-65.51071,-88.1142,False
67,1.249477,0.0,-65.51071,-88.1142,False
68,1.266247,0.0,-65.51071,-88.1142,False
69,1.282667,0.0,-65.51071,-88.1142,False
70,1.299711,0.0,-65.51071,-88.1142,False
71,1.316135,0.0,-65.51071,-88.1142,False
72,1.332964,0.0,-65.51071,-88.1142,False
73,1.3496,0.0,-65.51071,-88.1142,False
74,1.366194,0.0,-65.51071,-88.1142,False
75,1.382835,0.0,-65.51071,-88.1142,False
76,1.399193,0.0,-65.51071,-88.1142,False
