sample,t,vx,vy,vz
0,0.0,-0.0003119591,-0.00150779,-0.001437278
1,0.01635742,-1.880504e-06,-9.089031e-06,-8.663982e-06
2,0.03292847,-1.133577e-08,-5.47891e-08,-5.222689e-08
3,0.04966545,0.0,0.0,0.0
4,0.06590652,0.0,0.0,0.0
5,0.1159363,0.0,0.0,0.0
6,0.1659832,0.0,0.0,0.0
7,0.2157211,0.0,0.0,0.0
8,0.2662125,0.0,0.0,0.0
9,0.2827587,0.0,0.0,0.0
10,0.2995625,0.0,0.0,0.0
11,0.3162346,0.0,0.0,0.0
12,0.3328819,0.0,0.0,0.0
13,0.3492699,0.0,0.0,0.0
14,0.366436,0.0,0.0,0.0
15,0.3829632,0.0,0.0,0.0
16,0.399538,0.0,0.0,0.0
17,0.416193,0.0,0.0,0.0
18,0.4328175,0.0,0.0,0.0
19,0.4494419,0.0,0.0,0.0
20,0.4661598,0.0,0.0,0.0
21,0.4828014,0.0,0.0,0.0
22,0.4991493,0.0,0.0,0.0
23,0.5160923,0.0,0.0,0.0
24,0.5328808,0.0,0.0,0.0
25,0.5493164,0.0,0.0,0.0
26,0.5664234,0.0,0.0,0.0
27,0.5828819,0.0,0.0,0.0
28,0.5996742,0.0,0.0,0.0
29,0.6162338,0.0,0.0,0.0
30,0.6330261,0.0,0.0,0.0
31,0.6494503,0.0,0.0,0.0
32,0.6661243,0.0,0.0,0.0
33,0.6827965,0.0,0.0,0.0
34,0.6994438,0.0,0.0,0.0
35,0.7161865,0.0,0.0,0.0
36,0.7330246,0.0,0.0,0.0
37,0.7495098,0.0,0.0,0.0
38,0.7661572,0.0,0.0,0.0
39,0.7829533,0.0,0.0,0.0
40,0.7994003,0.0,0.0,0.0
41,0.8161545,0.0,0.0,0.0
42,0.8326588,0.0,0.0,0.0
43,0.8495216,0.0,0.0,0.0
44,0.8660736,0.0,0.0,0.0
45,0.8830566,0.0,0.0,0.0
46,0.8995724,0.0,0.0,0.0
47,0.9162388,0.0,0.0,0.0
48,0.9327335,0.0,0.0,0.0
49,0.9493866,0.0,0.0,0.0
50,0.9662266,0.0,0.0,0.0
51,0.9826622,0.0,0.0,0.0
52,0.9994621,0.0,0.0,0.0
53,1.016047,0.0,0.0,0.0
54,1.032532,0.0,0.0,0.0
55,1.049328,0.0,0.0,0.0
56,1.066261,0.0,0.0,0.0
57,1.082726,0.0,0.0,0.0
58,1.099487,0.0,0.0,0.0
59,1.116251,0.0,0.0,0.0
60,1.132769,0.0,0.0,0.0
61,1.14933,0.0,0.0,0.0
62,1.166058,0.0,0.0,0.0
63,1.182869,0.0,0.0,0.0
64,1.199446,0.0,0.0,0.0
65,1.216276,0.0,0.0,0.0
66,1.232885,0.0,0.0,0.0
67,1.249477,0.0,0.0,0.0
68,1.266247,0.0,0.0,0.0
69,1.282667,0.0,0.0,0.0
70,1.299711,0.0,0.0,0.0
71,1.316135,0.0,0.0,0.0
72,1.332964,0.0,0.0,0.0
73,1.3496,0.0,0.0,0.0
74,1.366194,0.0,0.0,0.0
75,1.382835,0.0,0.0,0.0
76,1.399193,0.0,0.0,0.0
77,1.416243,0.0006110242,25.50873,-1.485958
78,1.43284,0.001651264,37.23144,-4.015729
79,1.449665,6.74903,26.06323,13.13592
