Collision k, Collision time, Ball Position, Ball Color
1,203.02,(4-0),Green
2,203.78,(3-0),Green
3,204.12,(2-0),Green
4,204.48,(1-0),Green
5,204.76,(0-0),Green
6,205.34,(0-1),Green
7,205.52,(0-2),Green
8,205.94,(0-3),Green
9,206.22,(0-4),Green
10,206.72,(1-4),Green
11,206.96,(2-4),Green
12,207.5,(3-4),Green
13,207.92,(4-4),Green
14,208.24,(4-3),Green
15,208.52,(4-2),Green
16,208.86,(4-1),Green
