Collision k, Collision time, Ball Position, Ball Color
1,104.02,(4-4),Green
2,104.52,(4-3),Green
3,104.94,(4-2),Green
4,105.34,(4-1),Green
5,107.3,(4-0),Green
6,108.08,(3-1),Green
7,108.84,(2-2),Green
8,109.98,(1-3),Green
9,110.7,(0-4),Green
10,111.2,(0-3),Green
11,111.7,(0-2),Green
12,112.14,(0-1),Green
13,112.52,(0-0),Green
