t,x,y,z, HasCollision
0,0,50,0,False
0.01654053,0,50,0,False
0.03307343,0,50,0,False
0.0499649,0,50,0,False
0.0670166,0,50,0,False
0.08314514,0,50,0,False
0.09999847,0,50,0,False
0.1168747,0,50,0,False
0.1338501,0,50,0,False
0.1496964,0,50,0,False
0.1665955,0,50,0,False
0.1833267,0,50,0,False
0.1996918,0,50,0,False
0.2165756,0,50,0,False
0.2334595,0,50,0,False
0.2503128,0,50,0,False
0.2659149,0,50,0,False
0.2820129,0,50,0,False
0.298851,0,50,0,False
0.3157501,0,50,0,False
0.3323898,0,50,0,False
0.349144,0,50,0,False
0.3660583,0,50,0,False
0.3828354,0,50,0,False
0.3992691,0,50,0,False
0.4157944,0,50,0,False
0.4328079,0,50,0,False
0.449379,0,50,0,False
0.4653931,0,50,0,False
0.4819412,0,50,0,False
0.4985123,0,50,0,False
0.5152817,0,50,0,False
0.531868,0,50,0,False
0.5484467,0,50,0,False
0.565239,0,50,0,False
0.5820389,0,50,0,False
0.5984344,0,50,0,False
0.6153183,0,50,0,False
0.6319351,0,50,0,False
0.6485901,0,50,0,False
0.6652298,0,50,0,False
0.6819687,0,50,0,False
0.6989059,0,50,0,False
0.7152939,0,50,0,False
0.7322388,0,50,0,False
0.7485886,0,50,0,False
0.7656555,0,50,0,False
0.7821121,0,50,0,False
0.7986908,0,50,0,False
0.8151855,0,50,0,False
0.8319397,0,50,0,False
0.8488312,0,50,0,False
0.8652191,0,50,0,False
0.8821335,0,50,0,False
0.898819,0,50,0,False
0.9152298,0,50,0,False
0.9319763,0,50,0,False
0.9486618,0,50,0,False
0.965126,0,50,0,False
0.9817963,0,50,0,False
0.9992218,0,50,0,False
1.015572,0,50,0,False
1.032181,0,50,0,False
1.048454,0,50,0,False
1.065399,0,50,0,False
1.0821,0,50,0,False
1.0989,0,50,0,False
1.115273,0,50,0,False
1.131912,0,50,0,False
1.14859,0,50,0,False
1.16526,0,50,0,False
1.182327,0,50,0,False
1.198975,0,50,0,False
1.21563,0,50,0,False
1.232468,0,50,0,False
1.248886,0,50,0,False
1.265755,0,50,0,False
1.282295,0,50,0,False
1.298759,0,50,0,False
1.315453,0,50,0,False
1.332024,0,50,0,False
1.348663,0,50,0,False
1.365211,0,50,0,False
1.382362,0,50,0,False
1.399307,0,50,0,False
1.41658,-0.2090437,50.11509,-0.1229919,False
1.432983,-0.595129,50.34108,-0.3400332,False
1.449516,-1.173504,50.69928,-0.649295,False
1.466721,-1.978219,51.22435,-1.05649,False
1.482941,-2.915612,51.86626,-1.502759,False
1.499825,-4.083543,52.70273,-2.02238,False
1.516327,-5.412313,53.65439,-2.613559,False
1.533485,-6.989015,54.83171,-3.263974,False
1.549629,-8.641812,56.1147,-3.89023,False
1.566223,-10.51739,57.62423,-4.535598,False
1.583191,-12.61715,59.37204,-5.18247,False
1.600372,-14.53303,61.0176,-5.701397,False
1.616158,-16.12608,62.38587,-6.132884,False
1.633011,-17.62639,63.71264,-6.481643,False
1.649788,-18.92419,64.89186,-6.731966,False
1.665482,-19.96762,65.86409,-6.890716,False
1.682182,-20.88773,66.74158,-6.992156,False
1.698906,-21.62177,67.45679,-7.041492,False
1.71563,-22.17568,67.99649,-7.07872,False
1.732559,-22.54865,68.36712,-7.087316,False
1.748909,-22.73651,68.55718,-7.083139,False
1.765724,-22.7507,68.57178,-7.082166,False
1.782341,-22.7507,68.57178,-7.082166,False
1.799004,-22.7507,68.57178,-7.082166,False
1.815567,-22.7507,68.57178,-7.082166,False
1.832573,-22.7507,68.57178,-7.082166,False
1.849159,-22.7507,68.57178,-7.082166,False
1.86573,-22.7507,68.57178,-7.082166,False
1.882278,-22.7507,68.57178,-7.082166,False
1.899269,-22.7507,68.57178,-7.082166,False
1.915321,-22.7507,68.57178,-7.082166,False
1.933235,-22.72847,68.70248,-7.338703,False
1.949547,-22.68946,68.9475,-7.775492,False
1.966782,-22.62661,69.36418,-8.453358,False
1.983391,-22.54501,69.92934,-9.295518,False
1.999542,-22.44458,70.64912,-10.28084,False
2.016365,-22.31907,71.54867,-11.51226,False
2.03344,-22.16617,72.67274,-12.92906,False
2.049568,-21.99701,73.93871,-14.40061,False
2.066269,-21.79336,75.47932,-16.05394,False
2.083473,-21.55111,77.32018,-17.87885,False
2.099663,-21.2914,79.2916,-19.68428,False
2.116486,-20.99682,81.52762,-21.73204,False
2.133354,-20.66351,84.04244,-23.85872,False
2.14975,-20.30036,86.75383,-25.974,False
2.166435,-19.88676,89.7979,-28.16159,False
2.182877,-19.43282,93.08009,-30.32982,False
2.199448,-18.92481,96.6776,-32.50844,False
2.216354,-18.37552,100.5675,-34.86411,False
2.233513,-17.75881,104.8336,-37.22416,False
2.249626,-17.12372,109.115,-39.37826,False
2.266426,-16.43095,113.6573,-41.44517,False
2.283119,-15.71002,118.2464,-43.32068,False
2.299759,-14.95854,122.8829,-45.00776,False
2.316109,-14.21988,127.4404,-46.66607,False
2.333344,-13.40586,132.3019,-48.22335,False
2.349678,-12.59934,136.9582,-49.51745,False
2.366394,-11.73666,141.7676,-50.65471,False
