t,vx,vy,vz
0,0,0,0
0.01654053,0,0,0
0.03307343,0,0,0
0.0499649,0,0,0
0.0670166,0,0,0
0.08314514,0,0,0
0.09999847,0,0,0
0.1168747,0,0,0
0.1338501,0,0,0
0.1496964,0,0,0
0.1665955,0,0,0
0.1833267,0,0,0
0.1996918,0,0,0
0.2165756,0,0,0
0.2334595,0,0,0
0.2503128,0,0,0
0.2659149,0,0,0
0.2820129,0,0,0
0.298851,0,0,0
0.3157501,0,0,0
0.3323898,0,0,0
0.349144,0,0,0
0.3660583,0,0,0
0.3828354,0,0,0
0.3992691,0,0,0
0.4157944,0,0,0
0.4328079,0,0,0
0.449379,0,0,0
0.4653931,0,0,0
0.4819412,0,0,0
0.4985123,0,0,0
0.5152817,0,0,0
0.531868,0,0,0
0.5484467,0,0,0
0.565239,0,0,0
0.5820389,0,0,0
0.5984344,0,0,0
0.6153183,0,0,0
0.6319351,0,0,0
0.6485901,0,0,0
0.6652298,0,0,0
0.6819687,0,0,0
0.6989059,0,0,0
0.7152939,0,0,0
0.7322388,0,0,0
0.7485886,0,0,0
0.7656555,0,0,0
0.7821121,0,0,0
0.7986908,0,0,0
0.8151855,0,0,0
0.8319397,0,0,0
0.8488312,0,0,0
0.8652191,0,0,0
0.8821335,0,0,0
0.898819,0,0,0
0.9152298,0,0,0
0.9319763,0,0,0
0.9486618,0,0,0
0.965126,0,0,0
0.9817963,0,0,0
0.9992218,0,0,0
1.015572,0,0,0
1.032181,0,0,0
1.048454,0,0,0
1.065399,0,0,0
1.0821,0,0,0
1.0989,0,0,0
1.115273,0,0,0
1.131912,0,0,0
1.14859,0,0,0
1.16526,0,0,0
1.182327,0,0,0
1.198975,0,0,0
1.21563,0,0,0
1.232468,0,0,0
1.248886,0,0,0
1.265755,0,0,0
1.282295,0,0,0
1.298759,0,0,0
1.315453,0,0,0
1.332024,0,0,0
1.348663,0,0,0
1.365211,0,0,0
1.382362,0,0,0
1.399307,0,0,0
1.41658,0,0,0
1.432983,0,0,0
1.449516,0,0,0
1.466721,0,0,0
1.482941,0,0,0
1.499825,0,0,0
1.516327,0,0,0
1.533485,0,0,0
1.549629,0,0,0
1.566223,0,0,0
1.583191,0,0,0
1.600372,0,0,0
1.616158,0,0,0
1.633011,0,0,0
1.649788,0,0,0
1.665482,0,0,0
1.682182,0,0,0
1.698906,0,0,0
1.71563,0,0,0
1.732559,0,0,0
1.748909,0,0,0
1.765724,0,0,0
1.782341,0,0,0
1.799004,0,0,0
1.815567,0,0,0
1.832573,0,0,0
1.849159,0,0,0
1.86573,0,0,0
1.882278,0,0,0
1.899269,0,0,0
1.915321,0,0,0
1.933235,0,0,0
1.949547,0,0,0
1.966782,0,0,0
1.983391,0,0,0
1.999542,0,0,0
2.016365,0,0,0
2.03344,0,0,0
2.049568,0,0,0
2.066269,0,0,0
2.083473,0,0,0
2.099663,0,0,0
2.116486,0,0,0
2.133354,0,0,0
2.14975,0,0,0
2.166435,0,0,0
2.182877,0,0,0
2.199448,0,0,0
2.216354,0,0,0
2.233513,0,0,0
2.249626,0,0,0
2.266426,0,0,0
2.283119,0,0,0
2.299759,0,0,0
2.316109,0,0,0
2.333344,0,0,0
2.349678,0,0,0
2.366394,0,0,0
2.383263,0,0,0
2.40036,0,0,0
2.415421,0,0,0
2.432152,0,0,0
2.44928,0,0,0
2.465225,0,0,0
2.482193,0,0,0
2.498688,0,0,0
2.51548,0,0,0
2.532898,0,0,0
2.549728,0,0,0
2.566681,0,0,0
2.582794,0,0,0
2.599747,0,0,0
2.616081,0,0,0
2.633492,0,0,0
2.649223,0,0,0
2.666611,0,0,0
2.6828,0,0,0
2.699326,0,0,0
2.716553,0,0,0
2.733391,0,0,0
2.749741,0,0,0
2.766289,0,0,0
2.783417,0,0,0
2.799362,0,0,0
2.816467,0,0,0
2.833275,0,0,0
2.849548,0,0,0
2.866905,0,0,0
2.882881,0,0,0
2.899879,0,0,0
2.916382,0,0,0
2.933594,0,0,0
2.949348,0,0,0
2.966164,0,0,0
2.983925,0,0,0
2.999397,0,0,0
3.016655,0,0,0
3.033226,0,0,0
3.049789,0,0,0
3.066925,0,0,0
3.082451,0,0,0
3.099289,0,0,0
3.116112,0,0,0
3.133728,0,0,0
3.1493,0,0,0
3.166687,0,0,0
3.183174,0,0,0
3.199356,0,0,0
3.215515,0,0,0
3.232346,0,0,0
3.248383,0,0,0
3.265335,0,0,0
3.282158,0,0,0
3.298729,0,0,0
3.315491,0,0,0
3.332581,0,0,0
3.348953,0,0,0
3.365883,0,0,0
3.382271,0,0,0
3.39888,0,0,0
3.41539,0,0,0
3.432182,0,0,0
3.448242,0,0,0
3.465683,0,0,0
3.482628,0,0,0
3.499268,0,0,0
3.515396,0,0,0
3.532738,0,0,0
3.548775,0,0,0
3.566528,0,0,0
3.583015,0,0,0
3.600563,0,0,0
3.616089,0,0,0
3.633621,0,0,0
3.650032,0,0,0
3.667007,0,0,0
3.682716,0,0,0
3.700104,0,0,0
3.715729,0,0,0
3.732635,0,0,0
3.749054,0,0,0
3.765839,0,0,0
3.782387,0,0,0
3.799278,0,0,0
3.815613,0,0,0
3.833084,0,0,0
3.84938,0,0,0
3.865517,0,0,0
3.882523,0,0,0
3.898682,0,0,0
3.915909,0,0,0
3.932747,0,0,0
3.948914,0,0,0
3.965858,0,0,0
3.98233,0,0,0
3.99897,0,0,0
4.015503,0,0,0
4.032646,0,0,0
4.048882,0,0,0
4.065872,0,0,0
4.082291,0,0,0
4.099197,0,0,0
4.115578,0,0,0
4.132408,0,0,0
4.149094,0,0,0
4.165398,0,0,0
4.182915,0,0,0
4.199303,0,0,0
4.215454,0,0,0
4.232834,0,0,0
4.248352,0,0,0
4.266014,0,0,0
4.281929,0,0,0
4.298683,0,0,0
4.314964,0,0,0
4.332458,0,0,0
4.348396,0,0,0
4.364822,0,0,0
4.38192,0,0,0
4.398224,0,0,0
4.415184,0,0,0
4.432053,0,0,0
4.448479,0,0,0
4.464912,0,0,0
4.481873,0,0,0
4.49868,0,0,0
4.515213,0,0,0
4.532387,0,0,0
4.549393,0,0,0
4.566345,0,0,0
4.582863,0,0,0
4.599152,0,0,0
4.616234,0,0,0
4.632637,0,0,0
4.649391,0,0,0
4.665817,0,0,0
4.683083,0,0,0
4.699104,0,0,0
4.716164,0,0,0
4.732788,0,0,0
4.749504,0,0,0
4.765701,0,0,0
4.782867,0,0,0
4.80024,0,0,0
4.814995,0,0,0
4.83242,0,0,0
4.849205,0,0,0
4.864899,0,0,0
4.88179,0,0,0
4.898552,0,0,0
4.915489,0,0,0
4.931747,0,0,0
4.948685,0,0,0
4.964958,0,0,0
4.98204,0,0,0
4.998207,0,0,0
5.015114,0,0,0
5.031868,0,0,0
5.048531,0,0,0
5.064987,0,0,0
5.082207,0,0,0
5.098312,0,0,0
5.115257,0,0,0
5.131935,0,0,0
5.148354,0,0,0
5.165154,0,0,0
5.182037,0,0,0
5.198303,0,0,0
5.215279,0,0,0
5.231621,0,0,0
5.24855,0,0,0
5.264961,0,0,0
5.282211,0,0,0
5.299217,0,0,0
5.316765,0,0,0
5.333069,0,0,0
5.349808,0,0,0
5.365799,0,0,0
5.38279,0,0,0
5.398521,0,0,0
5.414894,0,0,0
5.431694,0,0,0
5.448326,0,0,0
5.465363,0,0,0
5.482216,0,0,0
5.498749,0,0,0
5.514793,0,0,0
5.532082,0,0,0
5.548302,0,0,0
5.565056,0,0,0
5.581924,0,0,0
5.598328,0,0,0
5.615166,0,0,0
5.631393,0,0,0
5.648338,0,0,0
5.665352,0,0,0
5.681717,0,0,0
5.698418,0,0,0
5.71505,0,0,0
5.73233,0,0,0
5.748421,0,0,0
5.764992,0,0,0
5.781914,0,0,0
5.798058,0,0,0
5.815063,0,0,0
5.831848,0,0,0
5.848579,0,0,0
5.864716,0,0,0
5.88176,0,0,0
5.897919,0,0,0
5.914833,0,0,0
5.931465,0,0,0
5.947929,0,0,0
5.964935,0,0,0
5.982178,0,0,0
5.998459,0,0,0
6.015617,0,0,0
