t,vx,vy,vz
6.032684,0,0,0
6.049149,0,0,0
6.065491,0,0,0
6.081673,0,0,0
6.098114,0,0,0
6.114983,0,0,0
6.131729,0,0,0
6.147667,0,0,0
6.164795,0,0,0
6.180962,0,0,0
6.198074,0,0,0
6.214752,0,0,0
6.231651,0,0,0
6.247963,0,0,0
6.264732,0,0,0
6.281319,0,0,0
6.29789,0,0,0
6.31472,0,0,0
6.331787,0,0,0
6.348045,0,0,0
6.364578,0,0,0
6.38105,0,0,0
6.397812,0,0,0
6.41436,0,0,0
6.431122,0,0,0
6.447968,0,0,0
6.465263,0,0,0
6.480972,0,0,0
6.498016,0,0,0
6.514351,0,0,0
6.53154,0,0,0
6.548004,0,0,0
6.564407,0,0,0
6.580986,0,0,0
6.597847,0,0,0
6.614487,0,0,0
6.631538,0,0,0
6.648331,0,0,0
6.665283,0,0,0
6.681671,0,0,0
6.698647,0,0,0
6.714951,0,0,0
6.732613,0,0,0
6.748329,0,0,0
6.764435,0,0,0
6.781891,0,0,0
6.797943,0,0,0
6.814514,0,0,0
6.831497,0,0,0
6.847633,0,0,0
6.864479,0,0,0
6.88118,0,0,0
6.898216,0,0,0
6.914551,0,0,0
6.931313,0,0,0
6.94783,0,0,0
6.964493,0,0,0
6.980942,0,0,0
6.998184,0,0,0
7.014618,0,0,0
7.031181,0,0,0
7.048157,0,0,0
7.064896,0,0,0
7.081917,0,0,0
7.098137,0,0,0
7.114922,0,0,0
7.131569,0,0,0
7.148026,0,0,0
7.164825,0,0,0
7.181221,0,0,0
7.198463,0,0,0
7.214729,0,0,0
7.231934,0,0,0
7.247803,0,0,0
7.264847,0,0,0
7.282257,0,0,0
7.298737,0,0,0
7.315742,0,0,0
7.332413,0,0,0
7.348953,0,0,0
7.365433,0,0,0
7.382271,0,0,0
7.398689,0,0,0
7.415329,0,0,0
7.431946,0,0,0
7.448753,0,0,0
7.46563,0,0,0
7.483681,0,0,0
7.498924,0,0,0
7.515388,0,0,0
7.531502,0,0,0
7.547935,0,0,0
7.564301,0,0,0
7.581352,0,0,0
7.598053,0,0,0
7.615509,0,0,0
7.632179,0,0,0
7.648842,0,0,0
7.665276,0,0,0
7.682266,0,0,0
7.6987,0,0,0
7.715164,0,0,0
7.732185,0,0,0
7.748703,0,0,0
7.765793,0,0,0
7.782227,0,0,0
7.798798,0,0,0
7.81562,0,0,0
7.832451,0,0,0
7.848984,0,0,0
7.865303,0,0,0
7.882248,0,0,0
7.898766,0,0,0
7.915634,0,0,0
7.932007,0,0,0
7.94912,0,0,0
7.965302,0,0,0
7.982018,0,0,0
7.999413,0,0,0
8.015884,0,0,0
8.032249,0,0,0
8.04892,0,0,0
8.065384,0,0,0
8.082268,0,0,0
8.098976,0,0,0
8.115166,0,0,0
8.131226,0,0,0
8.148483,0,0,0
8.164688,0,0,0
8.182564,0,0,0
8.198654,0,0,0
8.215446,0,0,0
8.232086,0,0,0
8.248993,0,0,0
8.265343,0,0,0
8.282768,0,0,0
8.298538,0,0,0
8.315247,0,0,0
8.331978,0,0,0
8.348785,0,0,0
8.365196,0,0,0
8.382217,0,0,0
8.398819,0,0,0
8.415443,0,0,0
8.432022,0,0,0
8.448959,0,0,0
8.465393,0,0,0
8.482445,0,0,0
8.498718,0,0,0
8.515373,0,0,0
8.53215,0,0,0
8.548653,0,0,0
8.565277,0,0,0
8.582184,0,0,0
8.598633,0,0,0
8.615524,0,0,0
8.631851,0,0,0
8.649796,0,0,0
8.664574,0,0,0
8.681793,0,0,0
8.697472,0,0,0
8.714561,0,0,0
8.731277,0,0,0
8.747871,0,0,0
8.76461,0,0,0
8.780708,0,0,0
8.797447,0,0,0
8.814133,0,0,0
8.831421,0,0,0
8.848358,0,0,0
8.864754,0,0,0
8.881523,0,0,0
8.897736,0,0,0
8.914665,0,0,0
8.931213,0,0,0
8.948517,0,0,0
8.964516,0,0,0
8.981636,0,0,0
8.997734,0,0,0
9.014931,0,0,0
9.03093,0,0,0
9.048355,0,0,0
9.064735,0,0,0
9.081459,0,0,0
9.098053,0,0,0
9.1147,0,0,0
9.131363,0,0,0
9.148102,0,0,0
9.16478,0,0,0
9.181091,0,0,0
9.198944,0,0,0
9.214439,0,0,0
9.231407,0,0,0
9.24791,0,0,0
9.26442,0,0,0
9.28141,0,0,0
9.299049,0,0,0
9.314804,0,0,0
9.330894,0,0,0
9.347984,0,0,0
9.364792,0,0,0
9.381424,0,0,0
9.399467,0,0,0
9.415291,0,0,0
9.431297,0,0,0
9.448044,0,0,0
9.46463,0,0,0
9.481186,0,0,0
9.499062,0,0,0
9.514732,0,0,0
9.531647,0,0,0
9.547867,0,0,0
9.564804,0,0,0
9.581284,0,0,0
9.597931,0,0,0
9.61467,0,0,0
9.631699,0,0,0
9.647972,0,0,0
9.664818,0,0,0
9.681282,0,0,0
9.697929,0,0,0
9.715477,0,0,0
9.731499,0,0,0
9.747429,0,0,0
9.763939,0,0,0
9.780769,0,0,0
9.797867,0,0,0
9.814659,0,0,0
9.831512,0,0,0
9.848381,0,0,0
9.864738,0,0,0
9.881439,0,0,0
9.898422,0,0,0
9.91468,0,0,0
9.931801,0,0,0
9.948067,0,0,0
9.96479,0,0,0
9.981773,0,0,0
9.998222,0,0,0
10.01472,0,0,0
10.03118,0,0,0
10.04811,0,0,0
10.06488,0,0,0
10.08146,0,0,0
10.09834,0,0,0
10.11455,0,0,0
10.13138,0,0,0
10.14835,0,0,0
10.16465,0,0,0
10.18176,0,0,0
10.19798,0,0,0
10.21447,0,0,0
10.23169,0,0,0
10.24805,0,0,0
10.26482,0,0,0
10.28122,0,0,0
10.29802,0,0,0
10.31425,0,0,0
10.33103,0,0,0
10.34783,0,0,0
10.36459,0,0,0
10.38143,0,0,0
10.39806,0,0,0
10.41453,0,0,0
10.43097,0,0,0
10.44788,0,0,0
10.4648,0,0,0
10.48093,0,0,0
10.49747,0,0,0
10.51444,0,0,0
10.53143,0,0,0
10.54783,0,0,0
10.56441,0,0,0
10.58115,0,0,0
10.59776,0,0,0
10.61454,0,0,0
10.63125,0,0,0
10.64823,0,0,0
10.66443,0,0,0
10.68122,0,0,0
10.69783,0,0,0
10.71442,0,0,0
10.73096,0,0,0
10.74746,0,0,0
10.76398,0,0,0
10.78057,0,0,0
10.7981,0,0,0
10.81396,0,0,0
10.8306,0,0,0
10.84789,0,0,0
10.86436,0,0,0
10.88143,0,0,0
10.8979,0,0,0
10.91423,0,0,0
10.93129,0,0,0
10.94753,0,0,0
10.96436,0,0,0
10.98096,0,0,0
10.99792,0,0,0
11.01447,0,0,0
11.03096,0,0,0
11.04765,0,0,0
11.06438,0,0,0
11.08102,0,0,0
11.09753,0,0,0
11.11456,0,0,0
11.13103,0,0,0
11.14784,0,0,0
11.16446,0,0,0
11.18098,0,0,0
11.19808,0,0,0
11.21397,0,0,0
11.23065,0,0,0
11.24718,0,0,0
11.26397,0,0,0
11.28054,0,0,0
11.29714,0,0,0
11.31398,0,0,0
11.3306,0,0,0
11.34716,0,0,0
11.36375,0,0,0
11.38047,0,0,0
11.39722,0,0,0
11.41401,0,0,0
11.43051,0,0,0
11.44733,0,0,0
11.46405,0,0,0
11.48109,0,0,0
11.4974,0,0,0
11.51411,0,0,0
11.53056,0,0,0
11.54732,0,0,0
11.56403,0,0,0
11.58083,0,0,0
11.5977,0,0,0
11.61408,0,0,0
11.63041,0,0,0
11.64721,0,0,0
11.66418,0,0,0
11.68111,0,0,0
11.69726,0,0,0
11.71361,0,0,0
11.73044,0,0,0
11.74727,0,0,0
11.76394,0,0,0
11.78127,0,0,0
11.79711,0,0,0
11.8145,0,0,0
11.83157,0,0,0
11.84789,0,0,0
11.86479,0,0,0
11.88166,0,0,0
11.89775,0,0,0
11.91428,0,0,0
11.93051,0,0,0
11.94719,0,0,0
11.96473,0,0,0
11.98127,0,0,0
11.99825,0,0,0
12.01463,0,0,0
12.0314,0,0,0
12.04843,0,0,0
12.06506,0,0,0
12.0817,0,0,0
12.09843,0,0,0
12.11457,0,0,0
12.13181,0,0,0
12.14896,0,0,0
12.1647,0,0,0
12.18169,0,0,0
12.19823,0,0,0
12.21517,0,0,0
12.23124,0,0,0
12.2482,0,0,0
12.26501,0,0,0
12.28131,0,0,0
12.29896,0,0,0
12.3147,0,0,0
12.33228,0,0,0
12.34812,0,0,0
12.36516,0,0,0
12.38215,0,0,0
12.39828,0,0,0
12.41533,0,0,0
12.43148,0,0,0
12.44862,0,0,0
12.46493,0,0,0
12.48208,0,0,0
12.49799,0,0,0
12.51501,0,0,0
12.53165,0,0,0
12.54892,0,0,0
12.56452,0,0,0
12.58176,0,0,0
12.59875,0,0,0
12.61472,0,0,0
12.63184,0,0,0
12.64863,0,0,0
12.66467,0,0,0
12.68195,0,0,0
12.69816,0,0,0
12.71512,0,0,0
12.7317,0,0,0
12.74864,0,0,0
12.76482,0,0,0
12.78226,0,0,0
12.79816,0,0,0
12.81493,0,0,0
12.83132,0,0,0
12.84808,0,0,0
12.8652,0,0,0
12.8824,0,0,0
12.89817,0,0,0
12.9141,0,0,0
12.93059,0,0,0
12.94757,0,0,0
12.96407,0,0,0
12.98102,0,0,0
12.99718,0,0,0
13.01395,0,0,0
13.0308,0,0,0
13.04751,0,0,0
13.06485,0,0,0
13.08183,0,0,0
13.09749,0,0,0
13.11428,0,0,0
13.13091,0,0,0
13.14799,0,0,0
13.16422,0,0,0
13.18098,0,0,0
13.19759,0,0,0
13.21441,0,0,0
13.23092,0,0,0
13.2477,0,0,0
13.26408,0,0,0
13.28127,0,0,0
13.29746,0,0,0
13.31427,0,0,0
13.33092,0,0,0
13.34779,0,0,0
13.36389,0,0,0
13.38113,0,0,0
13.3978,0,0,0
13.41412,0,0,0
13.43103,0,0,0
13.44773,0,0,0
13.46423,0,0,0
13.48087,0,0,0
13.49774,0,0,0
13.51403,0,0,0
13.53094,0,0,0
13.54796,0,0,0
13.56405,0,0,0
13.58134,0,0,0
13.59728,0,0,0
13.6141,0,0,0
13.63094,0,0,0
13.6477,0,0,0
13.66459,0,0,0
13.68073,0,0,0
13.69779,0,0,0
13.71391,0,0,0
13.73066,0,0,0
13.74715,0,0,0
13.76408,0,0,0
13.78098,0,0,0
13.7971,0,0,0
13.81419,0,0,0
13.83078,0,0,0
13.84751,0,0,0
13.86406,0,0,0
13.88103,0,0,0
13.89758,0,0,0
13.91343,0,0,0
13.93016,0,0,0
13.94684,0,0,0
13.96422,0,0,0
13.98062,0,0,0
13.99763,0,0,0
14.01363,0,0,0
14.03063,0,0,0
14.04711,0,0,0
14.06348,0,0,0
14.08101,0,0,0
14.09711,0,0,0
14.11366,0,0,0
14.13062,0,0,0
14.14778,0,0,0
14.16371,0,0,0
14.18069,0,0,0
14.19718,0,0,0
14.21335,0,0,0
14.2308,0,0,0
14.24727,0,0,0
14.26393,0,0,0
14.28043,0,0,0
14.29764,0,0,0
14.31416,0,0,0
14.3306,0,0,0
14.34773,0,0,0
14.36404,0,0,0
14.38064,0,0,0
14.39735,0,0,0
14.41357,0,0,0
14.43063,0,0,0
14.44746,0,0,0
14.46403,0,0,0
14.48093,0,0,0
14.49725,0,0,0
14.51376,0,0,0
14.53088,0,0,0
14.54808,0,0,0
14.56479,0,0,0
14.58133,0,0,0
14.59825,0,0,0
14.61487,0,0,0
14.6315,0,0,0
14.6478,0,0,0
14.6648,0,0,0
14.68156,0,0,0
14.69816,0,0,0
14.71436,0,0,0
14.73158,0,0,0
14.7478,0,0,0
14.76588,0,0,0
14.78042,0,0,0
14.79787,0,0,0
14.81403,0,0,0
14.83156,0,0,0
14.84757,0,0,0
14.86403,0,0,0
14.88083,0,0,0
14.89765,0,0,0
14.91379,0,0,0
14.93183,0,0,0
14.94788,0,0,0
14.96483,0,0,0
14.98133,0,0,0
14.99812,0,0,0
15.01469,0,0,0
15.03176,0,0,0
15.0481,0,0,0
15.06469,0,0,0
15.08124,0,0,0
