t,x,y,z, HasCollision
5.11982,-74.17626,-62.81767,-37.12113,False
5.136856,-76.6545,-62.48317,-38.75206,False
5.153198,-79.21787,-62.02142,-40.41404,False
5.169838,-82.02171,-61.37965,-42.19563,False
5.1866,-85.04134,-60.53248,-44.0638,False
5.203163,-88.21454,-59.47083,-45.96003,False
5.219948,-91.61908,-58.1441,-47.90819,False
5.236343,-95.13345,-56.81777,-49.96074,False
5.253242,-98.94431,-55.15928,-52.07095,False
5.269821,-102.8624,-53.22797,-54.10259,False
5.286156,-106.8853,-51.01545,-56.02724,False
5.303123,-111.0519,-48.47011,-57.79579,False
5.319489,-115.0367,-45.8049,-59.24937,False
5.336082,-119.0776,-43.10211,-60.72346,False
5.352852,-123.1198,-40.17945,-61.93764,False
5.370117,-127.2322,-36.99995,-62.88884,False
5.386826,-131.1991,-33.86931,-63.68086,False
5.403526,-135.1419,-30.67954,-64.31611,False
5.420128,-139.0331,-27.43752,-64.75529,False
5.436768,-142.9303,-24.1905,-65.19516,False
5.45385,-146.8797,-20.765,-65.35478,False
5.470329,-150.6263,-17.39258,-65.19485,False
5.486649,-154.3241,-14.04213,-64.95202,False
5.504234,-158.2857,-10.41875,-64.56676,False
5.520416,-161.9072,-7.072196,-64.08232,False
5.537254,-165.675,-3.590464,-63.57832,False
5.55368,-169.3239,-0.1890557,-62.96403,False
5.570755,-173.0944,3.321816,-62.07561,False
5.58683,-176.5747,6.607587,-60.93215,False
5.604088,-180.2342,10.08501,-59.37896,False
5.620445,-183.6304,13.30795,-57.60351,False
5.636749,-187.016,16.52081,-55.8336,False
5.654053,-190.5298,19.82371,-53.64396,False
5.670197,-193.7352,22.78137,-51.32023,False
5.687309,-197.0558,25.75917,-48.57265,False
5.703476,-200.1201,28.40016,-45.72303,False
5.721291,-203.4184,31.09673,-42.32088,False
5.736954,-206.3196,33.46861,-39.32839,False
5.754189,-209.4381,35.85012,-35.80118,False
5.770164,-212.2622,37.82715,-32.33436,False
5.786758,-215.131,39.62516,-28.54787,False
5.803696,-217.9969,41.18378,-24.51668,False
5.81958,-220.6283,42.37243,-20.60538,False
5.836334,-223.4047,43.62663,-16.47836,False
5.852783,-226.0767,44.56427,-12.31553,False
5.870697,-228.9341,45.25631,-7.686855,False
5.887627,-231.5903,45.59239,-3.248816,False
5.903557,-234.0521,45.60508,0.959816,False
5.919479,-236.4812,45.31238,5.174694,False
5.935898,-238.986,45.01057,9.520775,False
5.952766,-241.5325,44.37702,13.96838,False
5.969322,-244.0109,43.44022,18.28937,False
5.986176,-246.5181,42.17115,22.61515,False
6.002762,-248.9767,40.61866,26.77588,False
6.019814,-251.5024,38.71934,30.93041,False
6.036797,-254.0185,36.82732,35.06896,False
6.054054,-256.5784,34.61058,39.12281,False
6.07061,-259.0451,32.21362,42.84635,False
6.086975,-261.4979,29.59439,46.33881,False
6.103592,-264.0124,26.69458,49.67864,False
6.120384,-266.5806,23.5434,52.82267,False
6.137329,-269.1728,20.36281,55.99604,False
6.15432,-271.8073,16.96832,58.92956,False
6.169998,-274.2734,13.67006,61.39046,False
6.187164,-277.0211,9.895551,63.80573,False
6.203812,-279.7337,6.104391,65.86353,False
6.220848,-282.5645,2.114278,67.67007,False
6.236794,-285.213,-1.618729,69.3602,False
6.254181,-288.1103,-5.720803,71.12634,False
6.270264,-290.8005,-9.542792,72.6749,False
6.287338,-293.669,-13.62768,74.22302,False
6.303787,-296.4424,-17.58416,75.63791,False
6.321068,-299.3578,-21.75293,77.08548,False
6.337578,-302.1446,-25.73785,78.46921,False
6.35498,-305.1323,-29.98208,79.6654,False
6.369408,-307.6409,-33.5196,80.49947,False
6.387756,-311.0093,-38.05063,81.15048,False
6.403572,-313.7105,-41.76127,81.75079,False
6.419128,-316.1527,-45.22481,82.45927,False
6.436165,-318.6266,-48.81427,83.10609,False
6.453056,-320.8749,-52.18374,83.64695,False
6.469437,-322.8581,-55.28759,84.09433,False
6.485825,-324.7307,-58.19734,84.34122,False
6.502922,-326.5915,-60.99211,84.36833,False
6.519615,-328.3129,-63.47528,84.20458,False
6.53643,-329.9033,-65.76943,84.0533,False
6.552673,-331.3401,-67.74734,83.77035,False
6.569847,-332.7401,-69.57494,83.36333,False
6.585938,-333.9417,-71.05235,82.91107,False
6.603088,-335.0871,-72.36964,82.39102,False
6.61985,-336.0699,-73.41894,81.87627,False
6.636284,-336.877,-74.28069,81.45352,False
6.652786,-337.5446,-74.93689,81.06251,False
6.669212,-338.0601,-75.39901,80.73257,False
6.686157,-338.4255,-75.6946,80.48149,False
6.703308,-338.4255,-75.6946,80.48149,False
6.719582,-338.256,-75.58749,80.61031,False
6.735825,-337.9179,-75.3738,80.86732,False
6.752693,-337.3762,-75.07933,81.29356,False
6.769592,-336.6366,-74.74259,81.8903,False
6.786995,-335.6621,-74.38426,82.69028,False
6.803825,-334.5165,-74.06242,83.64001,False
6.820526,-333.177,-73.80091,84.75372,False
6.838554,-331.9529,-73.56194,85.77145,False
6.853897,-331.0648,-73.46359,86.50708,False
6.870377,-330.2924,-73.44222,87.14033,False
6.887085,-329.6998,-73.47414,87.6181,False
6.903633,-329.303,-73.52718,87.93059,False
6.920586,-329.0979,-73.57057,88.08721,False
6.937363,-329.0935,-73.57151,88.09059,False
6.954338,-329.0935,-73.57151,88.09059,False
6.969894,-329.0935,-73.57151,88.09059,False
6.986153,-329.0935,-73.57151,88.09059,False
7.002449,-329.0935,-73.57151,88.09059,False
7.01902,-329.0935,-73.57151,88.09059,False
7.036232,-329.0935,-73.57151,88.09059,False
7.052711,-329.0935,-73.57151,88.09059,False
7.06974,-329.0935,-73.57151,88.09059,False
7.086174,-329.0935,-73.57151,88.09059,False
7.102989,-329.0935,-73.57151,88.09059,False
7.119865,-329.0935,-73.57151,88.09059,False
7.136063,-329.0935,-73.57151,88.09059,False
7.153625,-329.0935,-73.57151,88.09059,False
7.170753,-329.0935,-73.57151,88.09059,False
7.186829,-329.0935,-73.57151,88.09059,False
7.203369,-329.0935,-73.57151,88.09059,False
7.220284,-329.0935,-73.57151,88.09059,False
7.236954,-329.0935,-73.57151,88.09059,False
7.254364,-329.0935,-73.57151,88.09059,False
7.270554,-329.0935,-73.57151,88.09059,False
7.287148,-329.0935,-73.57151,88.09059,False
7.304337,-329.0935,-73.57151,88.09059,False
7.320465,-329.0935,-73.57151,88.09059,False
7.336906,-329.0935,-73.57151,88.09059,False
7.353783,-329.0935,-73.57151,88.09059,False
7.370728,-329.0935,-73.57151,88.09059,False
7.389427,-329.0935,-73.57151,88.09059,False
7.407234,-329.0935,-73.57151,88.09059,False
7.42041,-329.0935,-73.57151,88.09059,False
7.438393,-329.0935,-73.57151,88.09059,False
7.454117,-329.0935,-73.57151,88.09059,False
7.47049,-329.0935,-73.57151,88.09059,False
7.486595,-329.0935,-73.57151,88.09059,False
7.515472,-329.0935,-73.57151,88.09059,False
7.527496,-329.0935,-73.57151,88.09059,False
7.539131,-329.0935,-73.57151,88.09059,False
7.557762,-329.0935,-73.57151,88.09059,False
7.572395,-329.0935,-73.57151,88.09059,False
7.586235,-329.0935,-73.57151,88.09059,False
7.602646,-329.0935,-73.57151,88.09059,False
7.619347,-329.0935,-73.57151,88.09059,False
7.636292,-329.0935,-73.57151,88.09059,False
7.653091,-329.0935,-73.57151,88.09059,False
7.670288,-329.0935,-73.57151,88.09059,False
7.686089,-329.0935,-73.57151,88.09059,False
7.702805,-329.0935,-73.57151,88.09059,False
7.719429,-329.0935,-73.57151,88.09059,False
7.736595,-329.0935,-73.57151,88.09059,False
7.754112,-329.0935,-73.57151,88.09059,False
7.770447,-329.0935,-73.57151,88.09059,False
7.786743,-329.0935,-73.57151,88.09059,False
7.80336,-329.0935,-73.57151,88.09059,False
7.820137,-329.0935,-73.57151,88.09059,False
7.836502,-329.0935,-73.57151,88.09059,False
7.853447,-329.0935,-73.57151,88.09059,False
7.870491,-329.0935,-73.57151,88.09059,False
7.888077,-329.0935,-73.57151,88.09059,False
7.90435,-329.0935,-73.57151,88.09059,False
7.920464,-329.0935,-73.57151,88.09059,False
7.937988,-329.0935,-73.57151,88.09059,False
7.953369,-329.0935,-73.57151,88.09059,False
7.969604,-329.0935,-73.57151,88.09059,False
7.98642,-329.0935,-73.57151,88.09059,False
8.00322,-329.0935,-73.57151,88.09059,False
8.020119,-329.0935,-73.57151,88.09059,False
8.037468,-329.0935,-73.57151,88.09059,False
8.052612,-329.0935,-73.57151,88.09059,False
8.069244,-329.0935,-73.57151,88.09059,False
8.085609,-329.0935,-73.57151,88.09059,False
8.102409,-329.0935,-73.57151,88.09059,False
8.120049,-329.0935,-73.57151,88.09059,False
8.136543,-329.0935,-73.57151,88.09059,False
8.152786,-329.0935,-73.57151,88.09059,False
8.169144,-329.0935,-73.57151,88.09059,False
8.186256,-329.0935,-73.57151,88.09059,False
8.20266,-329.0935,-73.57151,88.09059,False
8.219246,-329.0935,-73.57151,88.09059,False
8.236313,-329.0935,-73.57151,88.09059,False
8.253105,-329.0935,-73.57151,88.09059,False
8.269012,-329.0935,-73.57151,88.09059,False
8.286316,-329.0935,-73.57151,88.09059,False
8.30323,-329.0935,-73.57151,88.09059,False
8.319504,-329.0935,-73.57151,88.09059,False
8.336357,-329.0935,-73.57151,88.09059,False
8.352989,-329.0935,-73.57151,88.09059,False
8.369339,-329.0935,-73.57151,88.09059,False
8.385902,-329.0935,-73.57151,88.09059,False
8.402573,-329.0935,-73.57151,88.09059,False
8.419121,-329.0935,-73.57151,88.09059,False
8.436501,-329.0935,-73.57151,88.09059,False
8.453415,-329.0935,-73.57151,88.09059,False
8.470261,-329.0935,-73.57151,88.09059,False
8.486465,-329.0935,-73.57151,88.09059,False
8.503464,-329.0935,-73.57151,88.09059,False
8.519958,-329.0935,-73.57151,88.09059,False
8.536278,-329.0935,-73.57151,88.09059,False
8.554146,-329.0935,-73.57151,88.09059,False
8.569374,-329.0935,-73.57151,88.09059,False
8.585785,-329.0935,-73.57151,88.09059,False
8.602242,-329.0935,-73.57151,88.09059,False
8.619095,-329.0935,-73.57151,88.09059,False
8.635727,-329.0935,-73.57151,88.09059,False
8.652344,-329.0935,-73.57151,88.09059,False
8.669334,-329.0935,-73.57151,88.09059,False
8.685715,-329.0935,-73.57151,88.09059,False
8.702599,-329.0935,-73.57151,88.09059,False
8.719284,-329.0935,-73.57151,88.09059,False
8.736008,-329.0935,-73.57151,88.09059,False
8.75267,-329.0935,-73.57151,88.09059,False
8.768959,-329.0935,-73.57151,88.09059,False
8.78566,-329.0935,-73.57151,88.09059,False
8.802849,-329.0935,-73.57151,88.09059,False
8.819695,-329.0935,-73.57151,88.09059,False
8.836105,-329.0935,-73.57151,88.09059,False
8.852798,-329.0935,-73.57151,88.09059,False
8.869278,-329.0935,-73.57151,88.09059,False
8.885666,-329.0935,-73.57151,88.09059,False
8.902695,-329.0935,-73.57151,88.09059,False
8.91935,-329.0935,-73.57151,88.09059,False
8.936127,-329.0935,-73.57151,88.09059,False
8.95266,-329.0935,-73.57151,88.09059,False
8.969429,-329.0935,-73.57151,88.09059,False
8.985664,-329.0935,-73.57151,88.09059,False
9.002815,-329.0935,-73.57151,88.09059,False
9.01915,-329.0935,-73.57151,88.09059,False
9.035675,-329.0935,-73.57151,88.09059,False
9.052628,-329.0935,-73.57151,88.09059,False
9.068771,-329.0935,-73.57151,88.09059,False
9.085602,-329.0935,-73.57151,88.09059,False
9.102676,-329.0935,-73.57151,88.09059,False
9.119583,-329.0935,-73.57151,88.09059,False
9.136292,-329.127,-73.79537,88.19932,False
9.152191,-329.1945,-74.22346,88.37193,False
9.16954,-329.3168,-74.95625,88.61028,False
9.185791,-329.4808,-75.88189,88.84248,False
9.202698,-329.7119,-77.10593,89.06158,False
9.219185,-329.9819,-78.53616,89.31759,False
9.237144,-330.2986,-80.10526,89.4885,False
9.25235,-330.5864,-81.43658,89.5416,False
9.268929,-330.9223,-82.88373,89.49992,False
9.285606,-331.2831,-84.32774,89.35862,False
9.302757,-331.6779,-85.79284,89.11256,False
9.319443,-332.0855,-87.19218,88.77692,False
9.335564,-332.4794,-88.5442,88.45263,False
9.3526,-332.9199,-89.93923,88.01403,False
9.369736,-333.4995,-91.35406,87.71264,False
9.38559,-334.1534,-92.69029,87.54385,False
9.402283,-334.9701,-94.14835,87.48756,False
9.419495,-335.9478,-95.72779,87.55318,False
9.43602,-336.9896,-97.33285,87.82072,False
9.452469,-338.1518,-99.02966,88.1797,False
9.46946,-339.4869,-100.9063,88.63975,False
9.485413,-340.8614,-102.791,89.12927,False
9.502609,-342.4843,-104.9788,89.71623,False
9.519028,-344.1374,-107.2016,90.45037,False
9.53553,-345.9342,-109.6024,91.21046,False
9.552589,-347.939,-112.271,92.00388,False
9.569092,-350.0201,-115.0332,92.75146,False
9.585709,-352.266,-118.005,93.46361,False
9.602745,-354.7273,-121.2493,94.13046,False
9.61908,-357.1985,-124.5384,94.89208,False
9.635765,-359.8841,-128.0949,95.56976,False
9.652298,-362.7097,-131.8085,96.11674,False
9.669975,-365.9234,-135.9911,96.54966,False
9.686714,-369.1419,-140.1214,96.78191,False
9.702324,-372.1998,-143.9339,96.75545,False
9.718857,-375.4391,-147.9725,96.72741,False
9.735542,-378.7693,-151.9875,96.44349,False
9.752449,-382.2066,-155.9763,95.9023,False
9.769218,-385.6784,-159.8359,95.12077,False
9.785324,-389.0745,-163.4348,94.14227,False
9.802681,-392.7969,-167.1759,92.85248,False
9.81929,-396.422,-170.6125,91.40186,False
9.835503,-399.9592,-173.9658,89.98637,False
9.852417,-403.7115,-177.3015,88.30096,False
9.869347,-407.5277,-180.4626,86.4174,False
9.885941,-411.3252,-183.3728,84.39185,False
9.902466,-415.1628,-186.072,82.20933,False
9.919403,-419.1509,-188.6224,79.81789,False
9.936119,-423.0862,-191.1392,77.45808,False
9.952362,-426.9604,-193.3675,75.03184,False
9.969254,-431.0381,-195.4492,72.3868,False
9.985497,-435.0059,-197.2176,69.74052,False
10.00272,-439.257,-198.8371,66.84457,False
10.01937,-443.4063,-200.15,63.97509,False
10.03526,-447.3651,-201.4027,61.23734,False
10.0527,-451.7511,-202.5091,58.17546,False
10.06937,-455.9773,-203.3062,55.21329,False
10.08587,-460.1862,-203.8348,52.26668,False
10.10216,-464.3667,-204.0996,49.35826,False
10.11871,-468.6135,-204.3685,46.40366,False
10.13605,-473.09,-204.3773,43.3243,False
10.15234,-477.3073,-204.1308,40.47061,False
10.16918,-481.6832,-203.6154,37.57306,False
10.18581,-486.0124,-202.8539,34.78343,False
10.20315,-490.532,-201.8019,31.96583,False
10.21935,-494.7546,-200.5847,29.435,False
10.23602,-499.1007,-199.3319,26.83015,False
10.25244,-503.3806,-197.8671,24.38118,False
10.26863,-507.59,-196.2056,22.09948,False
10.28535,-511.9283,-194.2731,19.89161,False
10.30247,-516.352,-192.0858,17.79973,False
10.31969,-520.7785,-189.6886,15.87875,False
10.33561,-524.8746,-187.4703,14.10116,False
10.35332,-529.4058,-184.812,12.32394,False
10.36943,-533.5003,-182.2338,10.90029,False
10.38623,-537.7402,-179.3913,9.626522,False
10.40362,-542.0915,-176.3069,8.536642,False
10.41971,-546.0823,-173.3347,7.746961,False
10.43672,-550.3015,-170.1926,6.912105,False
10.4531,-554.3248,-167.0625,6.337974,False
10.47022,-558.484,-163.7,5.984409,False
10.4863,-562.3444,-160.4729,5.888391,False
10.50362,-566.4555,-156.936,6.043064,False
