t,vx,vy,vz
11.71516,0,0,0
11.73171,0,0,0
11.74809,0,0,0
11.76508,0,0,0
11.78182,0,0,0
11.79841,0,0,0
11.81511,0,0,0
11.83197,0,0,0
11.84824,0,0,0
11.86515,0,0,0
11.88182,0,0,0
11.89842,0,0,0
11.9156,0,0,0
11.93231,0,0,0
11.9489,0,0,0
11.96569,0,0,0
11.98219,0,0,0
11.99882,0,0,0
12.01561,0,0,0
12.03247,0,0,0
12.04881,0,0,0
12.06582,0,0,0
12.08236,0,0,0
12.09898,0,0,0
12.1156,0,0,0
12.13187,0,0,0
12.14883,0,0,0
12.16553,0,0,0
12.18249,0,0,0
12.1987,0,0,0
12.21559,0,0,0
12.23242,0,0,0
12.24866,0,0,0
12.26583,0,0,0
12.28212,0,0,0
12.29908,0,0,0
12.31534,0,0,0
12.33268,0,0,0
12.34821,0,0,0
12.36538,0,0,0
12.38166,0,0,0
12.39845,0,0,0
12.41565,0,0,0
12.43193,0,0,0
12.44873,0,0,0
12.46594,0,0,0
12.48213,0,0,0
12.49907,0,0,0
12.51515,0,0,0
12.53222,0,0,0
12.54803,0,0,0
12.56512,0,0,0
12.58159,0,0,0
12.59822,0,0,0
12.61529,0,0,0
12.63216,0,0,0
12.64874,0,0,0
12.66514,0,0,0
12.6822,0,0,0
12.69862,0,0,0
12.71624,0,0,0
12.73188,0,0,0
12.7484,0,0,0
12.7655,0,0,0
12.78195,0,0,0
12.79868,0,0,0
12.81555,0,0,0
12.83189,0,0,0
12.84863,0,0,0
12.86547,0,0,0
12.88217,0,0,0
12.89857,0,0,0
12.9151,0,0,0
12.93191,0,0,0
12.94844,0,0,0
12.96535,0,0,0
12.9821,0,0,0
12.99826,0,0,0
13.01525,0,0,0
13.03189,0,0,0
13.04821,0,0,0
13.06546,0,0,0
13.08191,0,0,0
13.09843,0,0,0
13.11538,0,0,0
13.13207,0,0,0
13.14834,0,0,0
13.16526,0,0,0
13.18197,0,0,0
13.19839,0,0,0
13.21562,0,0,0
13.23207,0,0,0
13.24846,0,0,0
13.26555,0,0,0
13.28199,0,0,0
13.29883,0,0,0
13.31542,0,0,0
13.33216,0,0,0
13.34852,0,0,0
13.36551,0,0,0
13.38234,0,0,0
13.3984,0,0,0
13.41549,0,0,0
13.43164,0,0,0
13.44846,0,0,0
13.46463,0,0,0
13.48141,0,0,0
13.49786,0,0,0
13.51506,0,0,0
13.53191,0,0,0
13.5483,0,0,0
13.5646,0,0,0
13.58123,0,0,0
13.59818,0,0,0
13.6146,0,0,0
13.63211,0,0,0
13.64798,0,0,0
13.66452,0,0,0
13.68163,0,0,0
13.69784,0,0,0
13.71482,0,0,0
13.73154,0,0,0
13.74814,0,0,0
13.76458,0,0,0
13.78183,0,0,0
13.7977,0,0,0
13.81486,0,0,0
13.83165,0,0,0
13.84821,0,0,0
13.86454,0,0,0
13.88173,0,0,0
13.89791,0,0,0
13.915,0,0,0
13.93133,0,0,0
13.94815,0,0,0
13.96459,0,0,0
13.97654,0,0,0
13.98182,0,0,0
13.99784,0,0,0
14.01603,0,0,0
14.03131,0,0,0
14.04863,0,0,0
14.06544,0,0,0
14.08232,0,0,0
14.09856,0,0,0
14.11567,0,0,0
14.13241,0,0,0
14.14901,0,0,0
14.1652,0,0,0
14.18235,0,0,0
14.19884,0,0,0
14.21589,0,0,0
14.23252,0,0,0
14.25032,0,0,0
14.26587,0,0,0
14.28294,0,0,0
14.29883,0,0,0
14.31596,0,0,0
14.33271,0,0,0
14.34948,0,0,0
14.36641,0,0,0
14.38307,0,0,0
14.39932,0,0,0
14.41604,0,0,0
14.43312,0,0,0
14.44954,0,0,0
14.46618,0,0,0
14.48313,0,0,0
14.4994,0,0,0
14.51609,0,0,0
14.53339,0,0,0
14.5495,0,0,0
14.56478,0,0,0
14.58176,0,0,0
14.5983,0,0,0
14.61492,0,0,0
14.63166,0,0,0
14.6476,0,0,0
14.66458,0,0,0
14.68086,0,0,0
14.69773,0,0,0
14.71572,0,0,0
14.73251,0,0,0
14.7493,0,0,0
14.76575,0,0,0
14.78265,0,0,0
14.79921,0,0,0
14.81609,0,0,0
14.83267,0,0,0
14.84887,0,0,0
14.86574,0,0,0
14.88301,0,0,0
14.89949,0,0,0
14.91591,0,0,0
14.93307,0,0,0
14.94893,0,0,0
14.96568,0,0,0
14.98282,0,0,0
14.99977,0,0,0
