sample,t,vx,vy,vz
0,0.0,0.0,0.0,0.0
1,0.01673889,0.0,0.0,0.0
2,0.03314209,0.0,0.0,0.0
3,0.0500946,0.0,0.0,0.0
4,0.06652832,0.0,0.0,0.0
5,0.08322144,0.0,0.0,0.0
6,0.1000061,0.0,0.0,0.0
7,0.1167603,0.0,0.0,0.0
8,0.133255,0.0,0.0,0.0
9,0.1497955,0.0,0.0,0.0
10,0.1665955,0.0,0.0,0.0
11,0.1834869,0.0,0.0,0.0
12,0.2000885,0.0,0.0,0.0
13,0.2165375,0.0,0.0,0.0
14,0.2331848,0.0,0.0,0.0
15,0.2499237,0.0,0.0,0.0
16,0.2667847,0.0,0.0,0.0
17,0.2833099,0.0,0.0,0.0
18,0.3001099,0.0,0.0,0.0
19,0.3168182,0.0,0.0,0.0
20,0.3332672,0.0,0.0,0.0
21,0.3500977,0.0,0.0,0.0
22,0.3666992,0.0,0.0,0.0
23,0.3832703,0.0,0.0,0.0
24,0.4002533,0.0,0.0,0.0
25,0.4168396,0.0,0.0,0.0
26,0.4333496,0.0,0.0,0.0
27,0.4500732,0.0,0.0,0.0
28,0.4667664,0.0,0.0,0.0
29,0.4832916,0.0,0.0,0.0
30,0.5000458,0.0,0.0,0.0
31,0.516922,0.0,0.0,0.0
32,0.5332947,0.0,0.0,0.0
33,0.5500488,0.0,0.0,0.0
34,0.566864,0.0,0.0,0.0
35,0.583374,0.0,0.0,0.0
36,0.600296,0.0,0.0,0.0
37,0.6164246,0.0,0.0,0.0
38,0.6330719,0.0,0.0,0.0
39,0.6501465,0.0,0.0,0.0
40,0.6667938,0.0,0.0,0.0
41,0.6832123,0.0,0.0,0.0
42,0.7000885,0.0,0.0,0.0
43,0.7168121,0.0,0.0,0.0
44,0.7333832,0.0,0.0,0.0
45,0.7500916,0.0,0.0,0.0
46,0.7666473,0.0,0.0,0.0
47,0.7833862,0.0,0.0,0.0
48,0.7999573,0.0,0.0,0.0
49,0.8166962,0.0,0.0,0.0
50,0.8332977,0.0,0.0,0.0
51,0.8500061,0.0,0.0,0.0
52,0.8665314,0.0,0.0,0.0
53,0.8835754,0.0,0.0,0.0
54,0.9001617,0.0,0.0,0.0
55,0.9167023,0.0,0.0,0.0
56,0.9332886,0.0,0.0,0.0
57,0.9500275,0.0,0.0,0.0
58,0.9667969,0.0,0.0,0.0
59,0.9832916,12.78589,12.49391,30.58944
60,0.9998779,12.78589,12.49391,30.58944
61,1.016724,-7.128294,22.96369,5.499726
62,1.033463,32.80124,0.294719,-0.1217393
63,1.050018,4.715816,-2.821933,7.638327
64,1.066742,-0.8335221,-29.33788,2.301848
65,1.083481,14.73069,-26.01977,-3.948459
66,1.100159,14.73069,-26.01977,-3.948459
67,1.116653,-0.8495196,-11.59048,2.593165
68,1.13324,-0.2619567,-25.98573,7.386073
69,1.149994,0.09659638,-37.24022,10.42521
70,1.166672,0.04331556,-16.54625,4.581129
71,1.18335,7.355381,-10.0326,2.921342
72,1.200027,7.355381,-10.0326,2.921342
73,1.216476,-4.359633,-0.0002648671,0.05206928
74,1.23349,-1.27954,-1.16002e-06,0.01473307
75,1.250092,-0.009451934,-0.3693245,0.1014015
76,1.266571,-0.0001079382,-0.004217574,0.001157974
77,1.283463,2.130259,3.32608,-0.9390939
78,1.299988,2.130259,3.32608,-0.9390939
79,1.31691,0.8857276,30.1111,65.43897
80,1.333298,16.6429,36.69544,96.30598
81,1.350021,27.65531,40.15501,100.5567
82,1.366562,39.6817,43.26693,116.6144
83,1.383316,32.64783,41.25713,110.1968
84,1.399811,32.64783,41.25713,110.1968
85,1.416595,52.9663,37.55275,85.47323
86,1.433289,51.26518,23.08304,100.2799
87,1.44989,38.07376,8.796695,81.66927
88,1.466812,40.57272,-13.74876,80.66754
89,1.483246,14.69708,-0.000140939,27.77006
90,1.499954,14.69708,-0.000140939,27.77006
91,1.516602,14.49453,-22.38053,64.58564
92,1.533234,22.30335,-14.95626,58.85908
93,1.550323,6.448915,-15.4612,70.57806
94,1.566666,-2.876107,-25.34769,69.30008
95,1.583466,6.20474,-28.20356,84.11854
96,1.600067,6.20474,-28.20356,84.11854
97,1.616577,44.48245,-8.733729,35.80348
98,1.633286,31.35069,-5.20615,36.35956
99,1.650162,16.59421,-17.60893,11.88425
100,1.666595,2.383883,-36.63779,24.95948
101,1.683258,2.26897,-41.05885,24.55551
102,1.699966,2.26897,-41.05885,24.55551
103,1.716599,44.42609,-24.24266,23.09819
104,1.733093,48.27124,-15.52212,24.76397
105,1.750122,39.66424,-5.451803,-1.561001
106,1.766525,13.13376,-7.265289,-6.635518
107,1.783127,-10.99065,-18.64624,-2.296577
108,1.799911,-10.99065,-18.64624,-2.296577
109,1.816803,-15.35776,6.879168,-0.517771
110,1.833176,-16.59236,8.960556,18.8254
