sample,t,x,y,z, HasCollision
0,0.0,0.0,-65.51071,-88.1142,False
1,0.01682281,0.0,-65.51071,-88.1142,False
2,0.0333252,0.0,-65.51071,-88.1142,False
3,0.04962921,0.0,-65.51071,-88.1142,False
4,0.06649017,0.0,-65.51071,-88.1142,False
5,0.08309174,0.0,-65.51071,-88.1142,False
6,0.09963226,0.0,-65.51071,-88.1142,False
7,0.1164856,0.0,-65.51071,-88.1142,False
8,0.1330872,0.0,-65.51071,-88.1142,False
9,0.1498871,0.0,-65.51071,-88.1142,False
10,0.1663742,0.0,-65.51071,-88.1142,False
11,0.1832428,0.0,-65.51071,-88.1142,False
12,0.1998749,0.0,-65.51071,-88.1142,False
13,0.2165604,0.0,-65.51071,-88.1142,False
14,0.2331772,0.0,-65.51071,-88.1142,False
15,0.2497482,0.0,-65.51071,-88.1142,False
16,0.2667923,0.0,-65.51071,-88.1142,False
17,0.2829971,0.0,-65.51071,-88.1142,False
18,0.3000183,0.0,-65.51071,-88.1142,False
19,0.3163147,0.0,-65.51071,-88.1142,False
20,0.3331223,0.0,-65.51071,-88.1142,False
21,0.3497238,0.0,-65.51071,-88.1142,False
22,0.3663559,0.0,-65.51071,-88.1142,False
23,0.3829193,0.0,-65.51071,-88.1142,False
24,0.399826,0.0,-65.51071,-88.1142,False
25,0.416275,0.0,-65.51071,-88.1142,False
26,0.4327774,0.0,-65.51071,-88.1142,False
27,0.4497681,0.0,-65.51071,-88.1142,False
28,0.466507,0.0,-65.51071,-88.1142,False
29,0.4830093,0.0,-65.51071,-88.1142,False
30,0.4997559,0.0,-65.51071,-88.1142,False
31,0.5165939,0.0,-65.51071,-88.1142,False
32,0.5327835,0.0,-65.51071,-88.1142,False
33,0.5497742,0.0,-65.51071,-88.1142,False
34,0.5662079,0.0,-65.51071,-88.1142,False
35,0.5830765,0.0,-65.51071,-88.1142,False
36,0.5996857,0.0,-65.51071,-88.1142,False
37,0.6163559,0.0,-65.51071,-88.1142,False
38,0.6329117,0.0,-65.51071,-88.1142,False
39,0.6496658,0.0,-65.51071,-88.1142,False
40,0.6664429,0.0,-65.51071,-88.1142,False
41,0.6830673,0.0,-65.51071,-88.1142,False
42,0.6998672,0.0,-65.51071,-88.1142,False
43,0.7161331,0.0,-65.51071,-88.1142,False
44,0.7330627,0.0,-65.51071,-88.1142,False
45,0.7503433,0.0,-65.51071,-88.1142,False
46,0.7663727,0.0,-65.51071,-88.1142,False
47,0.7833557,0.0,-65.51071,-88.1142,False
48,0.7996368,0.0,-65.51071,-88.1142,False
49,0.8163681,0.0,-65.51071,-88.1142,False
50,0.8331757,0.0,-65.51071,-88.1142,False
51,0.8497238,0.0,-65.51071,-88.1142,False
52,0.8662872,0.0,-65.51071,-88.1142,False
53,0.8832397,0.0,-65.51071,-88.1142,False
54,0.8999252,0.0,-65.51071,-88.1142,False
55,0.9164734,0.0,-65.51071,-88.1142,False
56,0.9332275,0.0,-65.51071,-88.1142,False
57,0.9498367,0.0,-65.51071,-88.1142,False
58,0.9660416,0.0,-65.51071,-88.1142,False
59,0.9829941,0.0,-65.51071,-88.1142,False
60,0.9995041,0.0,-65.51071,-88.1142,False
61,1.016365,0.0,-65.51071,-88.1142,False
62,1.032959,0.0,-65.51071,-88.1142,False
63,1.049812,0.0,-65.51071,-88.1142,False
64,1.066376,0.0,-65.51071,-88.1142,False
65,1.083107,0.0,-65.51071,-88.1142,False
