sample,t,vx,vy,vz
0,0.0,0.0,0.0,0.0
1,0.01696014,0.0,0.0,0.0
2,0.03338623,0.0,0.0,0.0
3,0.04999542,0.0,0.0,0.0
4,0.06654358,0.0,0.0,0.0
5,0.08351135,0.0,0.0,0.0
6,0.1003418,0.0,0.0,0.0
7,0.1169052,0.0,0.0,0.0
8,0.1335983,0.0,0.0,0.0
9,0.1503601,0.0,0.0,0.0
10,0.1668167,0.0,0.0,0.0
11,0.1833572,0.0,0.0,0.0
12,0.2004166,0.0,0.0,0.0
13,0.2165909,0.0,0.0,0.0
14,0.2334976,0.0,0.0,0.0
15,0.2499466,0.0,0.0,0.0
16,0.2665634,0.0,0.0,0.0
17,0.2835464,0.0,0.0,0.0
18,0.3002167,0.0,0.0,0.0
19,0.3166504,0.0,0.0,0.0
20,0.3333588,0.0,0.0,0.0
21,0.3500519,0.0,0.0,0.0
22,0.3668823,0.0,0.0,0.0
23,0.383522,0.0,0.0,0.0
24,0.4000549,0.0,0.0,0.0
25,0.4166183,0.0,0.0,0.0
26,0.4332657,0.0,0.0,0.0
27,0.4500198,0.0,0.0,0.0
28,0.4665527,0.0,0.0,0.0
29,0.4833984,0.0,0.0,0.0
30,0.5000687,0.0,0.0,0.0
31,0.5168152,0.0,0.0,0.0
32,0.5333862,0.0,0.0,0.0
33,0.5500488,0.005248775,15.03186,6.382281
34,0.5666275,0.005248775,15.03186,6.382281
35,0.5832748,12.8283,0.540775,2.287571
36,0.5999374,-14.95258,-9.138594,2.915365
37,0.6167526,-17.59939,-0.9605402,2.555666
38,0.6334,-28.99988,8.745378,-2.45377
39,0.6499634,-38.65961,-2.444218,0.4089748
40,0.666832,-38.65961,-2.444218,0.4089748
41,0.6833649,6.6485,-3.658304,1.114808
42,0.6996918,5.17527,-1.215466,-3.702034
43,0.7167358,6.194945,-7.330623,2.099426
44,0.7331696,14.79941,-13.66078,3.909888
45,0.7503815,10.54259,-8.093379,2.292163
46,0.7666092,10.54259,-8.093379,2.292163
47,0.7832794,0.06256441,-18.52205,5.047317
48,0.7999191,0.5951821,-29.1601,7.832476
49,0.8166809,10.57218,-27.73465,7.347787
50,0.8332367,15.23851,-2.190901,5.135748
51,0.8499985,0.8057973,-3.46577,0.931863
52,0.8666534,0.8057973,-3.46577,0.931863
53,0.8832703,-1.350064,-0.02083039,0.008261094
54,0.9001617,-3.083464,-0.9875221,2.62543
55,0.9167252,0.001315841,-2.947706,16.18493
56,0.9335251,3.104553,12.09499,20.82359
57,0.9501343,13.06782,23.18678,62.20657
58,0.966835,13.06782,23.18678,62.20657
59,0.9834824,42.65425,63.75251,113.1962
60,1.000526,48.9674,55.28841,140.462
61,1.016953,53.11927,57.14502,163.5908
62,1.033226,52.8341,48.40301,128.7788
63,1.050262,54.48073,45.84322,128.9255
64,1.066696,54.48073,45.84322,128.9255
65,1.083588,25.46833,-3.231541,96.91871
66,1.099968,28.38318,-16.5544,90.79284
67,1.116714,29.96339,-23.01203,70.41184
68,1.133347,28.47462,-32.96561,68.54332
69,1.149979,5.444226,-52.43467,67.9458
70,1.166771,5.444226,-52.43467,67.9458
71,1.183289,37.44022,-113.4293,83.80659
72,1.200287,68.94287,-122.6221,91.99131
73,1.216774,76.07651,-99.50179,82.21883
74,1.233406,99.93607,-115.1941,99.01666
75,1.248924,80.6228,-92.55833,69.93388
76,1.250397,80.6228,-92.55833,69.93388
77,1.266685,73.24134,-71.39962,72.81072
78,1.28347,77.58694,-67.68763,61.51008
79,1.299889,74.09695,-64.00514,38.93645
80,1.316711,47.28138,-54.79046,21.6188
81,1.333145,16.46891,-29.39819,4.656433
82,1.350014,16.46891,-29.39819,4.656433
83,1.366699,-3.569702,-30.90286,-41.42878
84,1.383316,3.130222,-19.01278,-53.73817
85,1.400238,4.043484,3.747553,-70.41253
86,1.416908,14.57395,3.591499,-71.28564
87,1.433281,29.65568,6.324528,-66.49535
88,1.450165,29.65568,6.324528,-66.49535
89,1.466896,27.07719,4.961102,-44.32353
90,1.483452,23.85269,5.123934,-43.76905
91,1.500183,19.67925,16.88301,-41.2767
92,1.516586,19.8497,12.39146,-39.72028
93,1.533531,27.18835,13.9901,-40.43999
94,1.550423,27.18835,13.9901,-40.43999
95,1.566742,14.18722,7.841379,-54.01186
96,1.583992,10.97404,7.335299,-48.56632
97,1.600037,18.32942,4.748548,-33.33577
98,1.617195,28.06286,15.36425,-27.85937
99,1.633224,31.11522,19.33746,-34.77218
100,1.650444,31.11522,19.33746,-34.77218
101,1.666771,19.86381,0.0174484,-4.981939
102,1.68325,0.01623882,2.523673,-0.3099043
103,1.700211,-7.138514,0.02093865,1.745436
104,1.716682,-0.07475723,0.2907198,-0.04896833
105,1.733391,-2.66466,-6.811525,2.223501
106,1.75029,-2.66466,-6.811525,2.223501
107,1.766418,14.55702,-0.2766462,-3.507055
108,1.783386,22.14734,-2.193757,7.5684
109,1.800179,36.3525,-3.240459,10.31295
110,1.816574,27.41541,-2.341923,7.198071
111,1.833771,18.37018,-0.4269475,-3.033006
112,1.84967,18.37018,-0.4269475,-3.033006
113,1.866638,0.04327238,-0.3932417,0.1374018
114,1.883247,0.0003590264,-0.003262685,0.001140009
115,1.900307,1.229929,-0.8124995,4.695602
116,1.916656,8.6523,-0.8343964,2.896441
117,1.933121,11.31539,8.153266,0.7473589
118,1.950073,11.31539,8.153266,0.7473589
119,1.96653,13.10318,26.67784,8.010918
120,1.983208,-0.578425,29.35455,-2.475337
121,1.988922,0.5753089,12.80293,1.803035
122,1.999886,9.999271,0.3696022,-2.746909
123,2.016647,2.627868,7.049068,-1.737284
124,2.033119,2.627868,7.049068,-1.737284
125,2.049973,10.94987,27.27504,7.77222
126,2.066284,17.30505,33.26921,1.234006
127,2.083038,14.87634,40.27148,5.961942
128,2.099976,45.49956,60.77757,15.96328
129,2.116524,72.08201,68.41586,27.16353
130,2.133476,72.08201,68.41586,27.16353
131,2.149879,43.41402,63.5216,23.3258
132,2.16658,35.20289,61.08112,21.71388
133,2.18306,46.11169,71.71354,21.07091
134,2.199966,47.94203,71.2336,28.71691
135,2.216629,47.49611,66.37877,33.6632
136,2.233208,47.49611,66.37877,33.6632
137,2.249718,72.65149,23.01116,17.09181
