Col. k, Type Ball k, Pos. Ball k, Time until collision k + 1,                               Type Ball k+1, Pos. Ball k+1, NJS, ArcLenghRatio, Avg. Speed, Std. Dev. Speed, Avg. Acce., Std. Dev. Acce.
0,Origin,(Do not apply-Do not apply),2.506,Green, (2-2),4.264943,1.428633,30.78232,41.10868,1810.155,4949.96
1,Green,(2-2),0.760,Green, (2-1),2.777749,2.091669,60.08162,44.60651,2803.555,3415.017
2,Green,(2-1),0.540,Green, (2-0),1.948772,0.9661386,61.85595,29.95703,3769.232,6134.755
3,Green,(2-0),0.560,Green, (1-0),2.577657,1.208201,56.46302,36.91911,2422.369,3041.23
4,Green,(1-0),0.620,Green, (0-0),2.635134,1.011091,65.0182,26.63264,5465.154,17603.04
5,Green,(0-0),0.500,Green, (0-1),2.447362,1.497924,69.69592,65.42924,17249.53,79959.48
6,Green,(0-1),0.480,Green, (0-2),2.150832,0.9925157,65.58718,45.27557,2684.24,3359.128
7,Green,(0-2),0.440,Green, (1-2),2.413852,1.252036,79.94806,56.59875,5389.44,11088.79
