Col. k, Type Ball k, Pos. Ball k, Time until collision k + 1, Type Ball k+1, Pos. Ball k+1, NJS, ArcLenghRatio, Avg. Speed, Std. Dev. Speed, Avg. Acce., Std. Dev. Acce.
0,Origin,(Do not apply-Do not apply),6.517,Green, (0-4),8.247,2.351275,91.31533,117.5452,15578.15,300206.4
1,Green,(0-4),7.460,Red, (1-3),9.062011,8.46448,180.2105,125.4758,1118.241,5063.731
